PlacesIdx,County,Phillimore,Hundred,Vill,Area,XRefs,OSrefs,OScodes
60036,"LEC","14,28. E6","`Goscote'","Stretton [-en-le-Field]",,,"SK3012",
60041,"HEF","15,6","Radlow","Stretton [Grandison]",,,"SO6344",
60046,"LEC","1,4","Gartree","[Great and Little] Stretton",,,,
60056,"STS","4,4","Offlow","Stretton",,,"SK2526",
60061,"STS","11,57","Cuttlestone","Stretton",,,"SJ8811",
60066,"WAR","12,3","Marton","Stretton [-on-Dunsmore]",,,"SP4072",
60071,"WAR","33,1. 37,8","Barcheston","Stretton [-on-Fosse]",,,"SP2238",
60076,,,,"Stretton Sugwas: see Stretton, Sugwas HEF",,"Stretton, Sugwas HEF",,
60081,"SUF","1,14. 6,87;98. 7,35;37","`Blything'","Strickland",,,"TM3869",
60086,"YKS","1L7 and note. See also CHS Y8","Amounderness","Strickland [Roger]","Westmorland",,"SD4997","approximate"
60091,"SOM","21,34. 35,4","Cannington","Stringston",,,"ST1742",
60096,"NTH","(40,2)","Higham","Strixton",,,"SP9061",
60101,"GLS","31,6 note. 39,11 note","Wyvern","Stroat",,,"ST5797",
60106,"LIN","30,22(-24)","`Winnibriggs'","Stroxton","Kesteven",,"SK9031",
60111,"LIN","4,48. 14,61. 16,13. 40,11","`Wraggoe'","Strubby","Lindsey South Riding",,"TF1577",
60116,"LIN","4,60. 12,87. 24,67. 25,22","`Calcewath'","Strubby","Lindsey South Riding",,"TF4582",
60121,"SUF","7,88;103;105","`Colnes'","`Struestuna'",,,"TM2540",
60126,"NFK","1,98","Blofield","Strumpshaw",,,"TG3407",
60128,,,,"`Struustuna': see `Struestuna' SUF",,"`Struestuna' SUF",,
60129,,,,"'Struostuna': see `Struestuna' SUF",,"`Struestuna' SUF",,
60131,"YKS","1W15 and note. SW,Sk15","`Skyrack'","Stub House","West Riding",,"SE3043",
60136,"HAM","23,15","Titchfield","Stubbington",,,"SU5503",
60141,,,,"[Walden] Stubbs: see Walden Stubbs YKS",,"Walden Stubbs YKS",,
60146,"YKS","2W4 and note. SW,Sk2","`Skyrack'","Stubham","West Riding",,"SE1148",
60151,"DOR","49,6","Cranborne","Stubhampton",,,"ST9113",
60156,"LIN","32,26(-27). 64,14","Loveden","Stubton","Kesteven",,"SK8748",
60161,"NTH","43,8","`Alboldstow'","Stuchbury",,,"SP5644",
60166,"BDF","26,1","Stanbridge","Studham",,,"TL0115",
60171,"DOR","26,61","Ailwood","Studland",,,"SZ0382",
60176,"DOR","56,45;47","Whitchurch [Canonicorum]","`Studley'",,,"SY4094","approximate"
60181,"WAR","28,16. 29,5","{Fernecumbe}","Studley",,,"SP0763",
60186,"YKS","2W8. SW,Bu47","`Burghshire'","Studley [Roger]","West Riding",,"SE2970",
60191,"YKS","13W22. 28W12. 29W33. SW,Bu21","`Burghshire'","Studley [Royal]","West Riding",,"SE2770",
60196,"ESS","1,6. 27,9","Chelmsford","`Studly'",,,"TL8100",
60201,"HUN","19,10. 20,3","`Hurstingstone'","[Great] Stukeley",,,"TL2174",
60203,"HUN","6,1","`Hurstingstone'","[Little] Stukeley",,,"TL2075",
60206,"CAM","5,48","Ely 1","Stuntney",,,"TL5578",
60211,"KEN","5,117","Milton","Stuppington","Milton",,"TQ9659",
60216,"GLS","(6,3) and note","`Swineshead'","Sturden",,,"ST6480",
60221,"ESS","38,6-7","`Hinckford'","Sturmer",,,"TL6943",
60226,"DOR","28,2","Cogdean","Sturminster [Marshall]",,,"ST9400",
60231,"KEN","7,7","Sturry","Sturry","Borough",,"TR1760",
60233,"NFK","9,120. 22,9. 31,33","`Grimshoe'","Sturston",,,"TL8794",
60236,"DBY","6,56","`Appletree'","Sturston [Hall] and [Nether] Sturston",,,,
60246,"DOR","55,19","`Goderthorn'","[Higher and Lower] Sturthill",,,,
60251,"LIN","14,28. 26,17. 28,16. 35,16. 41,1. 44,2","`Manley'","Sturton","Lindsey West Riding",,"SE9604",
60256,"LIN","4,3. CW9","`Well'","Sturton [-by-Stow]","Lindsey West Riding",,"SK8980",
60266,"YKS","9W4-5. SW,Sk5-6","`Skyrack'","Sturton [Grange]","West Riding",,"SE4233",
60271,"LIN","4,43(-45). 43,2","`Gartree'","[Great] Sturton","Lindsey South Riding",,"TF2176",
60276,"NTT","1,35. 9,114","Oswaldbeck","Sturton [-le-Steeple]",,,"SK7883",
60281,"LIN","3,10-12. 29,1(-3);6-7;15","Horncastle","`[Little] Sturton'","Lindsey South Riding",,"TF2175",
60286,"KEN","{3,22}.","Romney Marsh","{Sturtune}","Lympne",,,"unknown"
60291,"SUF","14,137. 50,1","`Hartismere'","Stuston",,,"TM1377",
60296,"SUF","3,83. 32,6. 36,2;10","Sandford","Stutton",,,"TM1634",
60301,"YKS","13W2. 25W28. CW3. SW,BA4-5","Barkston","Stutton","West Riding",,"SE4741",
60306,"NTT","9,57(-58)","`Bassetlaw'","Styrrup",,,"SK6090",
60311,"STS","2,16","Offlow","Stytchbrook",,,"SK1111",
60316,"HEF","1,47. E4;8","`Doddingtree'","Suckley",,,"SO7251",
60321,"WOR","1,1b. X3. E7","`Doddingtree'","Suckley",,,"SO7251",
60326,"HAM","69,13","Bermondspit","{Sudberie}",,,,"unknown"
60331,"NTH","7,2","`Huxloe'","Sudborough",,,"SP9682",
60336,"SUF","6,143. 8,25. 21,37-38;82 note","`Plomesgate'","Sudbourne",,,"TM4153",
60341,"LIN","8,2. 26,4(-6)","`Lawress'","Sudbrooke","Lindsey West Riding",,"TF0376",
60346,"BDF","38,1. (53,15)","Barford","`Sudbury'",,,"TL1761","approximate"
60351,"DBY","3,1. 6,30","`Appletree'","Sudbury",,,"SK1632",
60356,"ESS","23,27. 34,21. 35,5. 40,4","Thingoe","Sudbury",,,"TL8741",
60361,"SUF","1,97. EE2;4-6","`Thingoe'","Sudbury",,,"TL8741",
60366,"YKS","5E65 note. SE,Ac9","Acklam","{Sudcniton}","East Riding","{Sudnicton} YKS","SE7565","approximate"
60371,"YKS","5E65 and note","Acklam","{Sudnicton}","East Riding","{Sudcniton} YKS","SE7565","approximate"
60376,"GLS","61,1","`Greston'","Sudeley",,,"SP0327",
60381,"CHS","FT3,1","Ati's Cross","{Sudfell}","Ati's Cross",,,"unknown"
60386,"SHR","4,14,27","Baschurch","{Sudtelch}",,,,"unknown"
60391,"LIN","24,21. 29,2(-3;15)","`Gartree'","{Sudtone}","Lindsey South Riding",,"TF1976","approximate"
60396,"WOR","1,2","`Cresslow'","{Suduuale}",,,"SO8175","speculative"
60401,"LIN","31,7-8","`Beltisloe'","{Sudwelle}","Kesteven",,"SK9923","approximate"
60406,"KEN","9,54","Longbridge","{Suestone}","Wye",,"TR2036","speculative"
60411,"NFK","4,23. 9,149;179;181","North Erpingham","Suffield",,,"TG2331",
60416,"YKS","13N13. SN,D8","{Dic}","Suffield","North Riding",,"SE9890",
60421,"STS","2,20","Pirehill","Sugnall",,,"SJ7930",
60426,"HEF","2,37","{Cutestornes}","Sugwas",,,"SO4542",
60431,"BRK","7,11","`Hormer'","Sugworth",,,"SP5100",
60436,"NTH","41,7. 47,1c","`Stotfold'","Sulby",,,"SP6682",
60441,"NTH","43,11","Warden","Sulgrave",,,"SP5545",
60446,"BRK","29,1. 33,2. 63,3","Reading","Sulham",,,"SU6474",
60451,"SUS","13,12","Steyning","Sullington","Bramber",,"TQ0913",
60456,"SUS","11,58","`Easwrithe'","Sullington","Arundel",,"TQ0913",
60461,"LIN","4,19. 28,22","`Walshcroft'","{Summerlede}","Lindsey North Riding",,,"unknown"
60466,"MDX","4,6","Spelthorne","Sunbury",,,"TQ1068",
60471,,,,"Sunderland: see Sinderland CHS",,"Sinderland CHS",,
60476,"YKS","1E5 and note. 28W26. SE,Dr6","Driffield","[Old] Sunderlandwick","East Riding",,"TA0154",
60481,"BDF","18,1","Flitton","[Lower and Upper] Sundon",,,,
60486,"KEN","2,5","`Codsheath'","Sundridge","Sutton",,"TQ4854",
60491,"BRK","7,11","`Hormer'","Sunningwell",,,"SP4900",
60496,"YKS","1L6 and note. See also CHS Y7","Amounderness","{Suntun}","North Lancashire",,"SD1969","speculative"
60501,"HAM","21,7","Chalton","Sunwood",,,"SU7519",
60506,"LIN","61,5","Kirton","Surfleet","Holland",,"TF2528",
60511,"WAR","6,3","Marton","{Surland}",,,,"unknown"
60516,"NFK","1,108. 9,26;40;43;161. 10,31;92. 12,14","`Henstead'","Surlingham",,,"TG3006",
60521,"WIL","41,7","Startley","Surrendell",,,"ST8782",
60526,"YKS","1Y19. 25W26. 31W3 and note. SW,Bu18","`Burghshire'","Susacres","West Riding",,"SE3061",
60531,"NFK","8,131. 9,87;144;146","North Erpingham","Sustead",,,"TG1837",
60536,"DEV","3,91","Black Torrington","Sutcombe",,,"SS3411",
60541,"YKS","2W8 note. SW,H1","Hallikeld","{Suthauuic}","West Riding","{Sutheuuic} YKS","SE3370","speculative"
60546,"YKS","2W8 and note","Hallikeld","{Sutheuuic}","West Riding","{Suthauuic} YKS","SE3370","speculative"
60551,"DEV","23,15","Teignbridge","{Sutreworde}",,,,"unknown"
60556,"LIN","13,5","`Candleshoe'","Sutterby","Lindsey South Riding",,"TF3872",
60561,"BDF","21,7. 53,21-22;(23-25);26(-28). 57,3vi. 57,5","`Weneslawe'","Sutton",,,"TL2147",
60566,"BRK","1,13","Wantage","`Sutton'",,,"SU5094","approximate"
60571,"CAM","5,63. Appx P","Ely 2","Sutton",,,"TL4478",
60576,"CHS","16,2","{Exestan}","Sutton","Ati's Cross",,"SJ4148",
60581,"CHS","1,33. 14,11","Middlewich","Sutton",,,"SJ7064",
60586,"DEV","40,6. 41,1","Halberton","Sutton",,,"ST0109",
60591,"DEV","1,20","Roborough","Sutton",,,"SX4854",
60596,"DEV","51,10","Colyton","Sutton",,,"SY2098",
60601,"ESS","24,30;35;39. 71,4","Rochford","Sutton",,,"TQ8889",
60606,"HEF","7,3-4. 29,5","{Tornelaus}","Sutton [St Michael and St Nicholas]",,,,
60611,"NFK","21,19","`Laundich'","Sutton",,,"TF9218",
60616,"NFK","9,13;88","`Happing'","Sutton",,,"TG3823",
60621,"SHR","4,21,15","{Culvestan}","[Great] Sutton",,,"SO5183",
60624,"SHR","4,14,24","{Culvestan}","[Little] Sutton",,,"SO5183",
60626,"SHR","3c,12","Shrewsbury","Sutton",,,"SJ5010",
60631,"SUF","3,22. 6,149;155;165;170;178;184;248;252;254. 21,71. 67,21","Wilford","Sutton",,,"TM3046",
60636,"SUS","11,22","Rotherbridge","Sutton","Arundel",,"SU9715",
60641,"WOR","1,2","`Cresslow'","Sutton",,,"SO8175",
60646,"YKS","9W41 and note. SW,O5","`Osgodcross'","Sutton","West Riding",,"SE5512",
60651,"YKS","1W69","Craven","Sutton","West Riding",,"SE0044",
60656,"NTH","30,3. 56,3","Stoke","Sutton [Bassett]",,,"SP7790",
60661,"SOM","22,23","`Houndsborough'","Sutton [Bingham]",,,"ST5411",
60666,"HAM","20,1-2","`Ashley'","[Bishops] Sutton",,,"SU6031",
60671,"NTT","3,3. 24,2. 30,15","Rushcliffe","[Sutton] Bonington",,,"SK5024",
60672,"NTT","3,1(-2). 4,2. 30,17(-18)","Rushcliffe","Sutton [Bonington]",,,"SK5025",
60676,"SUR","8,3","Wallington","Sutton [-by-Cheam]",,,"TQ2563",
60681,"SUR","28,1","Woking","Sutton [-by-Guildford]",,,"TQ0153",
60691,"SUR","5,29(-30)","Wotton","Sutton [-by-Shere]",,,"TQ1045",
60696,"LEC","7,1. 13,43","Guthlaxton","Sutton [Cheney]",,,"SK4100",
60701,"WAR","1,7","Coleshill","Sutton [Coldfield]",,,"SP1296",
60706,"BRK","B1-2. 1,13;37. 7,29","Sutton","Sutton [Courtenay]",,,"SU5094",
60708,"NTT","5,7-8","`Bassetlaw'","Sutton [-cum-Lound]",,,"SK6884",
60711,"KEN","5,73","Eyhorne","[East] Sutton","Aylesford",,"TQ8249",
60716,"YKS","1E37 and note;(38). 2B18. 15E11. 29E15. SE,Sc1-2;(3)","{Scard}","Sutton [Grange]","East Riding",,"SE7970",
60721,"YKS","2W8. SW,Bu48","`Burghshire'","Sutton [Grange]","West Riding",,"SE2873",
60726,"CHS","A10","Willaston","[Great and Little] Sutton",,,,
60731,"CHS","B5. 2,29","Willaston","[Guilden] Sutton",,,"SJ4468",
60736,"YKS","6N115;118. SN,CtA33 and note;34","Land of Count Alan","[High] Sutton","North Riding",,"SE2082",
60741,"YKS","6N143. SN,CtA33 note;39","Land of Count Alan","Sutton [Howgrave]","North Riding",,"SE3179",
60746,"YKS","3Y9. SW,H4","Hallikeld","Sutton [Howgrave]","West Riding",,"SE3179",
60751,"NTT","1,23","Broxtowe","Sutton [-in-Ashfield]",,,"SK4958",
60756,"LEC","8,2. 10,7. 19,4","Guthlaxton","Sutton [-in-the-Elms]",,,"SP5193",
60761,"NTH","1,8. 2,6;11. 17,3. 18,37;61-63. 22,6. 23,11","Sutton","[Kings] Sutton",,,"SP4936",
60771,"HAM","3,8","Crondall","[Long] Sutton",,,"SU7347",
60776,"LIN","CK70","Elloe","[Long] Sutton","Holland",,"TF4322",
60781,"SOM","10,2;6. 21,98","Somerton","[Long] Sutton",,,"ST4625",
60786,"SHR","4,23,16","{Alnodestreu}","Sutton [Maddock]",,,"SJ7201",
60791,"SOM","8,5","Whitley","Sutton [Mallet]",,,"ST3736",
60796,"WIL","40,1","`Cadworth'","Sutton [Mandeville]",,,"ST9828",
60801,"SOM","19,56","{Blachethorna}","Sutton [Montis]",,,"ST6224",
60806,"YKS","2E34. 14E1;46. SE,Mid2. SE,Hol1;25","Holderness [Middle Hundred]","Sutton [on Hull]","East Riding",,"TA1132",
60809,"LIN","2,19. 12,97. 13,8. 29,14. 68,13(-14). CS17","`Calcewath'","Sutton [-on-Sea]","Lindsey South Riding",,"TF5281",
60811,"YKS","1Y1. 1N97-98. SN,B12;20","`Bulford'","Sutton [on the Forest]","North Riding",,"SE5864",
60816,"DBY","3,1. 6,39","`Appletree'","Sutton [-on-the-Hill]",,,"SK2434",
60821,"NTT","2,4. 9,63;67","`Lythe'","Sutton [-on-Trent]",,,"SK7965",
60826,"NTT","10,38. 30,55","Broxtowe","`Sutton [Passeys]'",,,"SK5440","approximate"
60831,"DOR","1,4","Cullifordtree","Sutton [Poyntz]",,,"SY7083",
60836,"DBY","5,1(-2)","`Scarsdale'","Sutton [Scarsdale]",,,"SK4368",
60841,"HAM","28,7. 69,1","Barton","Sutton [Scotney]",,,"SU4639",
60846,"GLS","19,2","Deerhurst","Sutton [-under-Brailes]",,,"SP3036",
60851,"WAR","EG8","Deerhurst","Sutton [-under-Brailes]",,,"SP3036",
60856,"YKS","23N8 and note;9","`Yarlestre'","Sutton [under Whitestone Cliffe]","North Riding",,"SE4882",
60861,"YKS","5E44. 13E12. SE,P3(-4)","Pocklington","Sutton [upon Derwent]","East Riding",,"SE7047",
60866,"SHR","4,7,1","Wrockwardine","Sutton [-upon-Tern]",,,"SJ6631",
60871,"KEN","5,71","Eyhorne","Sutton [Valence]","Aylesford",,"TQ8149",
60876,"WIL","34,1. 38,1. 56,4","Warminster","Sutton [Veny]",,,"ST9041",
60881,"DOR","40,3","Gillingham","Sutton [Waldron]",,,"ST8615",
60886,"LIN","13,3. CS12","`Calcewath'","Swaby","Lindsey South Riding",,"TF3877",
60896,"DBY","14,3","{Walecros}","Swadlincote",,,"SK3019",
60901,"NFK","4,1;3. 66,63","`[South] Greenhoe'","Swaffham",,,"TF8208",
60906,"CAM","5,9(-10). 14,63(-64). 17,2(-3). 26,1;53. 29,4. Appx C","`Staine'","Swaffham [Bulbeck and Prior]",,,,
60911,"NFK","10,18. 19,35. 36,3","Tunstead","Swafield",,,"TG2833",
60916,"YKS","6N152 and note. SN,CtA42","Land of Count Alan","[Low] Swainby","North Riding",,"SE3385",
60921,"YKS","1L1 and note. See also CHS Y2","Amounderness","`Swainseat'","North Lancashire",,"SD5352",
60926,"YKS","1L1 note","Amounderness","Swainshead","North Lancashire","`Swainseat' LAN","SD5352",
60931,"NFK","9,195. 12,40. 24,7. 48,4","Humbleyard","Swainsthorpe",,,"TG2100",
60936,"SOM","5,38. 47,18","Bath","[Lower and Upper] Swainswick",,,,
60941,"KEN","5,139","Whitstable","Swalecliffe","Borough",,"TR1367",
60946,"LIN","2,10. 4,27. 12,15;17. 16,2. 27,6. 36,1. CN13","Bradley","Swallow","Lindsey North Riding",,"TA1703",
60951,"WIL","13,4. 67,3;13","Dunworth","Swallowcliffe",,,"ST9627",
60956,"BRK","1,17;46. 64,2","`Charldon'","Swallowfield",,,"SU7164",
60961,"HAM","43,4-5","`Charldon'","Swallowfield",,,"SU7164",
60966,"HAM","29,9","Kingsclere","Swampton",,,"SU4150",
60971,"DOR","55,42. 58,3","Ailwood","Swanage",,,"SZ0278",
60976,"BUK","1,4. 12,24. 14,20. 17,14. 21,6","Mursley","Swanbourne",,,"SP8027",
60981,"SOM","21,29","Cannington","Swang",,,"ST2338",
60986,"NFK","4,32. 25,6","`Eynesford'","Swannington",,,"TG1319",
60991,"KEN","5,2","`Axton'","Swanscombe","Sutton",,"TQ6073",
60996,"NTT","1,1","`Bassetlaw'","`Swanston'",,,"SK8174","approximate"
61001,"HEF","10,53","Stretford","Swanstone",,,"SO4453",
61006,"KEN","9,46","Street","Swanton","Lympne",,"TR0235",
61011,"KEN","5,193","Bewsbury","Swanton","Eastry",,"TR2444",
61016,"NFK","4,56. 9,98;102;213;221;223","`Depwade'","Swanton",,,"TM1694",
61021,"NFK","17,25","South Erpingham","Swanton [Abbot]",,,"TG2626",
61026,"NFK","20,7","`Laundich'","Swanton [Morley]",,,"TG0117",
61031,"NFK","10,9","Holt","Swanton [Novers]",,,"TG0132",
61036,"LIN","48,12. 57,33(-34)","`Aswardhurn'","Swarby","Kesteven",,"TF0440",
61041,"NFK","9,185;194. 12,37. 20,34. 66,85","Humbleyard","Swardeston",,,"TG1902",
61046,"DBY","1,19. 6,83","Litchurch","Swarkestone",,,"SK3628",
61051,"KEN","{2,15}.","Petham","Swarling","Borough",,"TR1252",
61056,"YKS","6N114 and note. SN,CtA33","Land of Count Alan","`Swarthorpe'","North Riding",,"SE2083",
61061,"NFK","1,84;86","`Mitford'","Swathing",,,"TF9804",
61066,"LIN","26,44(-45). 37,5. 57,19","Aveland","Swaton","Kesteven",,"TF1337",
61071,"CAM","14,37;48;55. 21,9. 23,5","Papworth","Swavesey",,,"TL3669",
61076,"HAM","15,5. NF3,2-3. NF9,45","Boldre","Sway",,,"SZ2798",
61081,"LIN","7,41","`Beltisloe'","Swayfield","Kesteven",,"SK9922",
61086,"YKS","26E9 and note. SE,Bt7","Burton","Swaythorpe","East Riding",,"TA0369",
61091,"SUF","3,100;104. 6,46. 7,147","`Plomesgate'","Swefling",,,"TM3463",
61096,"SOM","19,15","`Abdick'","Swell",,,"ST3623",
61101,"GLS","31,12. 45,6. EvN12","Salmonsbury","[Lower] Swell",,,"SP1725",
61106,"GLS","12,5. EvK133. EvM65","`Witley'","[Upper] Swell",,,"SP1726",
61111,"LEC","14,23","`Goscote'","Swepstone",,,"SK3610",
61116,"OXF","59,20","Shipton","Swerford",,,"SP3731",
61121,"YKS","28W18. SW,Bu24","`Burghshire'","Swetton","West Riding",,"SE1873",
61126,"SUF","41,2","Claydon","Swilland",,,"TM1852",
61131,"YKS","9W1 and note;3. SW,Sk4-5","`Skyrack'","Swillington","West Riding",,"SE3830",
61136,"DEV","13a,2","South Molton","Swimbridge",,,"SS6229",
61141,"OXF","58,15","Shipton","Swinbrook",,,"SP2812",
61143,"STS","2,20","Pirehill","Swinchurch",,,"SJ8037",
61146,"YKS","13W44","Craven","Swinden","West Riding",,"SE8654",
61151,"LIN","56,16. 67,25","Graffoe","Swinderby","Kesteven",,"SK8663",
61156,"GLS","2,5","Cheltenham","Swindon",,,"SO9324",
61161,"WIL","1,3. 4,3. 26,8. 67,69;74. 68,25","Blagrove","Swindon",,,"SU1583",
61166,"LIN","CS39","`Louthesk'","`Swine'","Lindsey South Riding",,"TF3998","approximate"
61171,"YKS","2A2. SE,Th12","Holderness [Middle Hundred]","Swine","East Riding",,"TA1335",
61176,"BDF","E6-8","`Leightonstone'","Swineshead",,,"TL0565",
61181,"HUN","13,3. 19,11. D14(-15)","`Leightonstone'","Swineshead",,,"TL0565",
61186,"LEC","3,10. 8,4. 10,10. 13,25. 17,7;11(-14). 29,9","Guthlaxton","Swinford",,,"SP5679",
61191,,,,"[Kings] Swinford: see Kingswinford WOR",,"Kingswinford WOR",,
61196,"WOR","23,11","Clent","[Old] Swinford",,,"SO9083",
61201,"LIN","12,33. 32,10. 48,4","`Haverstoe'","Swinhope","Lindsey North Riding",,"TF2196",
61206,"LIN","7,42. 31,8. 35,12. 56,3. 68,17","`Beltisloe'","Swinstead","Kesteven",,"TF0122",
61211,"LIN","1,37. 2,12. 28,27","`Wraggoe'","Swinthorpe","Lindsey South Riding",,"TF0581",
61216,"YKS","10W17. 21W2;(4). SW,Sf10;27","Strafforth","Swinton","West Riding",,"SK4599",
61221,"YKS","1N68. SN,Ma7","{Maneshou}","Swinton","North Riding",,"SE7573",
61226,"YKS","6N118. SN,CtA34","Land of Count Alan","Swinton","North Riding",,"SE2179",
61236,"OXF","35,33","Benson","Swyncombe",,,"SU6890",
61241,"STS","11,18","Pirehill","Swynnerton",,,"SJ8535",
61246,"DOR","34,8","`Uggescombe'","Swyre",,,"SY5288",
61251,"GLS","68,10","Rapsgate","Syde",,,"SO9410",
61256,"DEV","24,7","Witheridge","Sydeham",,,"SS8719",
61261,"DEV","17,8","Lifton","Sydenham",,,"SX4283",
61266,"OXF","59,2","Lewknor","Sydenham",,,"SP7301",
61271,"SOM","22,16","North Petherton","Sydenham",,,"ST3138",
61276,"DEV","17,14","Lifton","Sydenham [Damerel]",,,"SX4076",
61281,"NFK","4,17. 8,108-109","`Brothercross'","Syderstone",,,"TF8332",
61286,"DOR","12,1. 26,26-27","Cerne, Totcombe and Modbury","Sydling [St Nicholas] and [Up] Sydling",,,,
61291,"HAM","15,3","Kingsclere","Sydmonton",,,"SU4857",
61296,"STS","11,48","Offlow","Syerscote",,,"SK2207",
61301,"NTT","2,3. 6,3. 21,2. 30,40","Newark","Syerston",,,"SK7447",
61306,"SUF","19,1. 44,2","Bishop's","Syleham",,,"TM2078",
61311,"GLS","1,15","Berkeley","Symonds Hall",,,"ST7996",
61316,"DOR","11,17","Whitchurch [Canonicorum]","Symondsbury",,,"SY4493",
61321,"SOM","36,4","Williton","`Syndercombe'",,,"ST0330","approximate"
61326,"NTH","18,40. 21,1. 43,10","`Alboldstow'","Syresham",,,"SP6341",
61331,"LEC","29,3;17. 40,14","Framland","Sysonby",,,"SK7420","approximate"
61336,"LEC","13,60","`Goscote'","Syston",,,"SK6211",
61341,"LIN","14,91. 39,3(-4). CK57","`Threo'","Syston","Kesteven",,"SK9240",
61346,"NTH","18,1","`Hamfordshoe'","Sywell",,,"SP8267",
61351,"CHS","19,3","Bucklow","[Nether] Tabley",,,"SJ7278",
61356,"CHS","9,14(-15)","{Tunendune}","[Over] Tabley",,,"SJ7280",
61361,"WAR","2,3","`Tremlowe'","[Bishops] Tachbrook",,,"SP3161",
61366,"WAR","16,58","Stoneleigh","Tachbrook [Mallory]",,,"SP3162",
61371,"CON","5,24,18","Stratton","Tackbear",,,"SS2501",
61376,"DEV","EC2","Stratton","Tackbear",,,"SS2501",
61381,"OXF","15,3","Wootton","Tackley",,,"SP4720",
61386,"NFK","1,237. 9,224","`Depwade'","Tacolneston",,,"TM1495",
61391,"YKS","13W1. CW3;5. SW,BA12","Barkston","Tadcaster","West Riding",,"SE4843",
61396,"DBY","1,28","Blackwell","Taddington",,,"SK1471",
61401,"GLS","1,28","Tewkesbury","Taddington",,,"SP0831",
61406,"CAM","32,7. 41,9. 42,1","`Arringford'","Tadlow",,,"TL2847",
61411,"OXF","9,9a(-9b)","Bloxham","Tadmarton",,,"SP3937",
61416,"SOM","45,7-8","Bath","Tadwick",,,"ST7470",
61421,"SUR","5,21. 20,1","`Copthorne'","Tadworth",,,"TQ2356",
61426,"ESS","14,3. 25,15. 32,17","Uttlesford","Takeley",,,"TL5521",
61431,"DEV","2,14","Silverton","Talaton",,,"SY0699",
61436,"DEV","34,21-22","Silverton","[Higher and Lower] Tale",,,,
61441,"STS","17,14","Pirehill","Talke",,,"SJ8253",
61446,"LIN","18,12. 27,38(-39). CK1","`Ness'","Tallington","Kesteven",,"TF0907",
61451,"DEV","35,5","Black Torrington","{Tamerlande}",,,,"unknown"
61456,"DEV","39,19","Roborough","Tamerton [Foliot]",,,"SX4760",
61461,"DEV","1,21","Roborough","[Kings] Tamerton",,,"SX4558",
61466,"STS","2,22","Offlow","Tamhorn",,,"SK1807",
61471,"STS","1,9;30","Offlow","Tamworth",,,"SK2004",
61476,"WAR","1,5","Offlow","Tamworth",,,"SK2004",
61481,,,,"Tan-y-Fron: see {Danfrond} FLN",,"{Danfrond} FLN",,
61486,"SUR","19,4","Tandridge","Tandridge",,,"TQ3750",
61491,"YKS","6N139. SN,CtA38","Land of Count Alan","[East] Tanfield","North Riding",,"SE2877",
61496,"YKS","5W38 and note. SW,H9","Hallikeld","[East] Tanfield","West Riding",,"SE2877",
61501,"YKS","6N140. SN,CtA39","Land of Count Alan","[West] Tanfield","North Riding",,"SE2679",
61506,"SUS","2,6","Pagham","Tangmere","Chichester",,"SU9006",
61511,"YKS","5W33. SW,St9","Staincross","Tankersley","West Riding",,"SK3499",
61516,"SUF","6,304","Bishop's","Tannington",,,"TM2467",
61521,"YKS","9W64 and note. 9W78-84;96. SW,O15","`Osgodcross'","Tanshelf","West Riding",,"SE4522",
61526,"DBY","1,12. 10,12","Hamston","Tansley",,,"SK3259",
61531,"NTH","1,24-25","Willybrook","Tansor",,,"TL0590",
61536,"YKS","14E2 and note. SE,Hol5","Holderness [Middle Hundred]","Tansterne","East Riding",,"TA2237",
61541,"YKS","1N30. 5N28. 29N9. 31N5. SN,L37(-38)","Langbaurgh","Tanton","North Riding",,"NZ5210",
61546,"DEV","3,92","Fremington","Tapeley",,,"SS4729",
61551,"BUK","4,15","Burnham","Taplow",,,"SU9182",
61556,"DEV","16,150","Witheridge","[East and West] Tapps",,,,
61561,"DBY","1,1. 17,8","`Scarsdale'","Tapton",,,"SK3972",
61566,"CHS","R1,3","[West] Derby","Tarbock","South Lancashire",,"SJ4687",
61571,"WOR","1,4-5","`Came'","Tardebigge",,,"SO9969",
61576,"GLS","31,8. 44,1","Cirencester","Tarlton",,,"ST9599",
61581,"SOM","24,12-13","Bempstone","Tarnock",,,"ST3752",
