PlacesIdx,County,Phillimore,Hundred,Vill,Area,XRefs,OSrefs,OScodes,lat,lon,easting,northing
36046,HAM,"2,2;7",Fawley,Kilmeston,,,SU5926,,51.03034,-1.16001,459000.0,126000.0
36196,HAM,"23,47",Andover,Kimpton,,,SU2846,,51.212518,-1.600514,428000.0,146000.0
36341,HAM,"IoW1,14",Bowcombe,Kingston,Isle of Wight,,SZ4781,,50.626803,-1.336879,447000.0,81000.0
36891,HAM,"23,62",`Edgegate',Knapp,,,SZ1594,,50.745404,-1.788758,415000.0,94000.0
36996,HAM,"1,W1. IoW9,15",Bowcombe,Knighton,Isle of Wight,,SZ5686,,50.670969,-1.208897,456000.0,86000.0
37091,HAM,"23,23. 29,8",Kingsclere,Knowl,,,SU5359,,51.327637,-1.240701,453000.0,159000.0
37251,HAM,"1,W2",Bowcombe,{Ladone},Isle of Wight,{Done} IOW,,unknown,,,,
37601,HAM,"69,52",Redbridge,Langley,,,SU3410,,50.888484,-1.517993,434000.0,110000.0
37606,HAM,"NF10,2",Redbridge,Langley,,,SU4401,,50.806881,-1.376911,444000.0,101000.0
37881,HAM,"1,18",Odiham,Lasham,,,SU6742,,51.173321,-1.042978,467000.0,142000.0
38031,HAM,"6,12",Overton,Laverstoke,,,SU4948,,51.22909,-1.299614,449000.0,148000.0
38386,HAM,"6,15. 14,3",Somborne,Leckford,,,SU3737,,51.131082,-1.472596,437000.0,137000.0
38871,HAM,"1,W8. IoW7,8",Bowcombe,Lessland,Isle of Wight,,SZ5482,,50.63519,-1.237778,454000.0,82000.0
38881,HAM,"NF3,1",Boldre,{Lesteorde},,,,unknown,,,,
38886,HAM,"23,67",Redbridge,{Lestred},,,,unknown,,,,
39351,HAM,"7,1",Hurstbourne,Linkenholt,,,SU3658,,51.31997,-1.484781,436000.0,158000.0
39426,HAM,"14,1",Meonstoke,Liss,,,SU7728,,51.046195,-0.902944,477000.0,128000.0
39461,HAM,"23,24",Hurstbourne,Litchfield,,,SU4653,,51.274296,-1.341933,446000.0,153000.0
39601,HAM,"23,45",Andover,Littleton,,,SU2848,,51.230502,-1.600359,428000.0,148000.0
39776,HAM,"4,1. 23,40. 69,18;24",Broughton,Lockerley,,,SU2926,,51.03263,-1.5878,429000.0,126000.0
39886,HAM,"6,5",Meonstoke,Lomer,,,SU5923,,51.003366,-1.160497,459000.0,123000.0
40241,HAM,"IoW7,2",Bowcombe,Loverston,Isle of Wight,,SZ4983,,50.644623,-1.308342,449000.0,83000.0
40351,HAM,"1,W9",Bowcombe,Luccombe,Isle of Wight,,SZ5879,,50.607831,-1.18169,458000.0,79000.0
40451,HAM,"23,26",Neatham,`Ludshott',,,SU8434,,51.099157,-0.801717,484000.0,134000.0
40596,HAM,"IoW1,9. IoW9,21",Bowcombe,Luton,Isle of Wight,,SZ4892,,50.725635,-1.321317,448000.0,92000.0
40641,HAM,"6,7",Basingstoke,Lychpit,,,SU6553,,51.272452,-1.069589,465000.0,153000.0
40776,HAM,"NF3,9",`Rowditch',Lymington,,,SZ3295,,50.753712,-1.547729,432000.0,95000.0
40811,HAM,"1,31",Boldre,Lyndhurst,,,SU2908,,50.870771,-1.589233,429000.0,108000.0
41076,HAM,"28,1. 32,3. 46,2",`Chuteley',Malshanger,,,SU5652,,51.264414,-1.198746,456000.0,152000.0
41311,HAM,"1,8",Chalton,Mapledurham,,,SU7321,,50.98378,-0.961401,473000.0,121000.0
41321,HAM,"24,1",Basingstoke,Mapledurwell,,,SU6851,,51.25412,-1.026971,468000.0,151000.0
41326,HAM,"NF9,30",Boldre,{Mapleham},,,,unknown,,,,
41411,HAM,"69,50",Redbridge,Marchwood,,,SU3810,,50.888234,-1.461129,438000.0,110000.0
42066,HAM,"69,9",Holdshott,Mattingley,,,SU7358,,51.316436,-0.953909,473000.0,158000.0
42301,HAM,"IoW9,1",Bowcombe,{Melevsford},Isle of Wight,,,unknown,,,,
42491,HAM,"2,17",Titchfield,Meon,,,SU5303,,50.824113,-1.248904,453000.0,103000.0
42506,HAM,"1,16. 2,13",East Meon,[East] Meon,,,SU6822,,50.993383,-1.032435,468000.0,122000.0
42511,HAM,"2,11",Meonstoke,[West] Meon,,,SU6424,,51.011823,-1.08907,464000.0,124000.0
42516,HAM,"1,15;45. 2,12",Meonstoke,Meonstoke,,,SU6120,,50.976184,-1.1325,461000.0,120000.0
42611,HAM,"IoW6,18;21",Bowcombe,Merston,Isle of Wight,,SZ5285,,50.662348,-1.265636,452000.0,85000.0
42716,HAM,"6,16",Micheldever,Micheldever,,,SU5139,,51.147993,-1.272249,451000.0,139000.0
42721,HAM,"69,20",Broughton,`Michelton',,,SU3131,,51.077485,-1.558852,431000.0,131000.0
42806,HAM,"16,5",{Welford},Middleton,,,SU4244,,51.19368,-1.400327,442000.0,144000.0
43011,HAM,"69,31;34",Fordingbridge,Midgham,,,SU1312,,50.907318,-1.816472,413000.0,112000.0
43106,HAM,"NF9,35;40",`Rowditch',Milford,,,SZ2991,,50.7179,-1.590569,429000.0,91000.0
43126,HAM,"3,17",Mansbridge,Millbrook,,,SU3813,,50.91521,-1.460817,438000.0,113000.0
43206,HAM,"NF10,1",`Rowditch',Milton,,,SZ2394,,50.745144,-1.675373,423000.0,94000.0
43361,HAM,"69,10",Holdshott,Minley,,,SU8258,,51.315212,-0.824798,482000.0,158000.0
43391,HAM,"NF9,37",Boldre,Minstead,,,SU2811,,50.897797,-1.603214,428000.0,111000.0
43746,HAM,"1,39",Andover,Monxton,,,SU3144,,51.19438,-1.557739,431000.0,144000.0
43761,HAM,"IoW7,14",Bowcombe,Moor,Isle of Wight,,SZ5382,,50.635282,-1.251917,453000.0,82000.0
44196,HAM,"4,1. 69,25",Broughton,Mottisfont,,,SU3226,,51.032471,-1.54502,432000.0,126000.0
44201,HAM,"IoW7,17",Bowcombe,Mottistone,Isle of Wight,,SZ4083,,50.645309,-1.435623,440000.0,83000.0
44716,HAM,"23,8",Basingstoke,Nately,,,SU7053,,51.27186,-0.997926,470000.0,153000.0
44796,HAM,"1,2",Neatham,Neatham,,,SU7440,,51.154478,-0.943277,474000.0,140000.0
44926,HAM,"42,1",Mansbridge,Netley,,,SU4509,,50.87874,-1.361739,445000.0,109000.0
44966,HAM,"1,W18. IoW9,10-11",Bowcombe,Nettlestone,Isle of Wight,,SZ6290,,50.706329,-1.12333,462000.0,90000.0
45341,HAM,"21,9",`Bosbarrow',`Newtimber',,,SU7205,approximate,50.840047,-0.978798,472000.0,105000.0
45666,HAM,"48,1",Barton,Newton [Stacey],,,SU4140,,51.157786,-1.415093,441000.0,140000.0
45691,HAM,"38,1",Neatham,Newton [Valence],,,SU7232,,51.082806,-0.973464,472000.0,132000.0
45746,HAM,"IoW9,18",Bowcombe,Ningwood,Isle of Wight,,SZ3988,,50.690339,-1.449239,439000.0,88000.0
45751,HAM,"1,W21",Bowcombe,Niton,Isle of Wight,,SZ5076,,50.581593,-1.295141,450000.0,76000.0
45956,HAM,"68,4",Redbridge,{Northam},,,,unknown,,,,
46116,HAM,"23,55. 29,12",Neatham,Norton,,,SU7335,,51.109652,-0.958585,473000.0,135000.0
46121,HAM,"69,2",Barton,Norton,,,SU4641,,51.166398,-1.343471,446000.0,141000.0
46436,HAM,"1,W10",Bowcombe,Nunwell,Isle of Wight,,SZ5987,,50.679665,-1.166288,459000.0,87000.0
46446,HAM,"3,2",`Buddlesgate',Nursling,,,SU3516,,50.942376,-1.503202,435000.0,116000.0
46491,HAM,"NF9,29",Boldre,{Nutlei},,,,unknown,,,,
46496,HAM,"NF9,5",Redbridge,{Nutlei},,,SU4304,speculative,50.833933,-1.39075,443000.0,104000.0
46501,HAM,"56,3",Bermondspit,Nutley,,,SU6044,,51.192079,-1.142762,460000.0,144000.0
46601,HAM,"69,4",Neatham,Oakhanger,,,SU7635,,51.109263,-0.915738,476000.0,135000.0
46631,HAM,"23,27. 28,1. 44,2",`Chuteley',Oakley,,,SU5650,,51.246431,-1.19906,456000.0,150000.0
46816,HAM,"1,1. 69,6",Odiham,Odiham,,,SU7451,,51.253374,-0.941011,474000.0,151000.0
47206,HAM,"IoW6,12",Bowcombe,{Orham},Isle of Wight,,,unknown,,,,
47351,HAM,"NF3,5-6",Boldre,{Oselei},,,,unknown,,,,
47506,HAM,"29,1",`Buddlesgate',Otterbourne,,,SU4622,,50.995556,-1.345888,446000.0,122000.0
47556,HAM,"NF9,4;6",Redbridge,Otterwood,,,SU4002,,50.816163,-1.433567,440000.0,102000.0
47651,HAM,"45,2",Fordingbridge,Outwick,,,SU1417,,50.952257,-1.802059,414000.0,117000.0
47706,HAM,"2,10",Overton,Overton,,,SU5149,,51.237907,-1.270831,451000.0,149000.0
47786,HAM,"11,1",Redbridge,Ower,,,SU4701,,50.806646,-1.334337,447000.0,101000.0
47891,HAM,"NF9,33",`Rowditch',{Oxelei},,,,unknown,,,,
48131,HAM,"IoW9,5",Bowcombe,[Great and Little] Pan,Isle of Wight,,,,,,,
48136,HAM,"IoW7,9",Bowcombe,Black Pan,Isle of Wight,,SZ5883,,50.643798,-1.181066,458000.0,83000.0
48791,HAM,"13,1",Andover,Penton [Grafton],,,SU3247,,51.2213,-1.543162,432000.0,147000.0
48796,HAM,"21,3",Andover,Penton [Mewsey],,,SU3347,,51.221244,-1.528844,433000.0,147000.0
49201,HAM,"NF6,1. NF9,17;27",Boldre,Pilley,,,SZ3298,,50.780689,-1.547469,432000.0,98000.0
49411,HAM,"4,1. 57,1",Broughton,Pittleworth,,,SU3229,,51.059447,-1.544755,432000.0,129000.0
49626,HAM,"3,10. 31,1",Overton,Polhampton,,,SU5250,,51.246808,-1.256362,452000.0,150000.0
49761,HAM,"6,16",Micheldever,Popham,,,SU5543,,51.18359,-1.214458,455000.0,143000.0
49796,HAM,"1,11. 35,4",Portsdown,Portchester,,,SU6204,,50.832212,-1.120972,462000.0,104000.0
50141,HAM,"IoW6,19",Bowcombe,Preston,Isle of Wight,,SZ5991,,50.715632,-1.165651,459000.0,91000.0
50361,HAM,"1,W17",Bowcombe,Puckpool,Isle of Wight,,SZ6192,,50.724418,-1.137159,461000.0,92000.0
50646,HAM,"1,40",Andover,Quarley,,,SU2743,,51.18559,-1.615055,427000.0,143000.0
51371,HAM,"23,66",Mansbridge,Redbridge,,,SU3713,,50.915276,-1.475041,437000.0,113000.0
51636,HAM,"55,1",Neatham,Rhode,,,SU7534,,51.100404,-0.930228,475000.0,134000.0
51941,HAM,"1,30",Ringwood,Ringwood,,,SU1405,,50.844347,-1.802516,414000.0,105000.0
51966,HAM,"23,65. 69,36",Shirley,Ripley,,,SZ1698,,50.781347,-1.774412,416000.0,98000.0
52196,HAM,"1,36-37. 69,30;33",Fordingbridge,Rockbourne,,,SU1118,,50.961315,-1.844737,411000.0,118000.0
52206,HAM,"23,51",Fordingbridge,Rockford,,,SU1607,,50.862281,-1.774023,416000.0,107000.0
52246,HAM,"23,50",Fordingbridge,Rockstead,,,SU1217,,50.952302,-1.830531,412000.0,117000.0
52421,HAM,"NF9,9",Redbridge,Rollstone,,,SU4303,,50.82494,-1.390868,443000.0,103000.0
52461,HAM,"(15,1)",Somborne,Romsey,,,SU3521,,50.987337,-1.502721,435000.0,121000.0
52671,HAM,"IoW8,3",Bowcombe,Roud,Isle of Wight,,SZ5180,,50.617476,-1.28047,451000.0,80000.0
52741,HAM,"IoW7,13",Bowcombe,Rowborough,Isle of Wight,,SZ6088,,50.688555,-1.151974,460000.0,88000.0
52786,HAM,"35,1",Titchfield,Rowner,,,SU5801,,50.805651,-1.178239,458000.0,101000.0
53761,HAM,"1,W3",Bowcombe,Sandford,Isle of Wight,,SZ5481,,50.626198,-1.237923,454000.0,81000.0
53836,HAM,"1,W13",Bowcombe,Sandown,Isle of Wight,,SZ6084,,50.652588,-1.152622,460000.0,84000.0
53861,HAM,"NF9,25",Boldre,{Sanhest},,,,unknown,,,,
53941,HAM,"29,15 note",Andover,Sarson,,,SU3044,,51.194433,-1.572049,430000.0,144000.0
54136,HAM,"1,W7. IoW7,10. IoW8,1",Bowcombe,{Scaldeford},Isle of Wight,,SZ5783,speculative,50.643896,-1.195208,457000.0,83000.0
54261,HAM,"NF2,3",Boldre,{Sclive},,,,unknown,,,,
54666,HAM,"23,13",Titchfield,Segensworth,,,SU5407,,50.859987,-1.234118,454000.0,107000.0
54691,HAM,"1,7. 47,3",Neatham,Selborne,,,SU7433,,51.091543,-0.944712,474000.0,133000.0
54896,HAM,"IoW3,1",Bowcombe,Shalcombe,Isle of Wight,,SZ3985,,50.663362,-1.449555,439000.0,85000.0
54901,HAM,"35,8",Odiham,Shalden,,,SU6942,,51.173084,-1.014375,469000.0,142000.0
54906,HAM,"IoW8,9",Bowcombe,Shalfleet,Isle of Wight,,SZ4189,,50.699194,-1.420816,441000.0,89000.0
54936,HAM,"IoW7,6. IoW8,4",Bowcombe,Shanklin,Isle of Wight,,SZ5881,,50.625814,-1.181379,458000.0,81000.0
55001,HAM,"IoW9,17",Bowcombe,Shate,Isle of Wight,,SZ4282,,50.636176,-1.407451,442000.0,82000.0
55061,HAM,"IoW9,3",Bowcombe,Sheat,Isle of Wight,,SZ4984,,50.653615,-1.30821,449000.0,84000.0
55376,HAM,"23,57",`Chuteley',[Monk] Sherborne,,,SU6056,,51.299971,-1.140751,460000.0,156000.0
55381,HAM,"23,4",Basingstoke,Sherborne [St John],,,SU6255,,51.290767,-1.112242,462000.0,155000.0
55411,HAM,"23,42",Broughton,Sherfield [English],,,SU2922,,50.996662,-1.588119,429000.0,122000.0
55471,HAM,"IoW1,10. IoW7,21. IoW8,6",Bowcombe,Shide,Isle of Wight,,SZ5088,,50.689499,-1.293526,450000.0,88000.0
55651,HAM,"28,4. 36,1",Broughton,Shipton [Bellinger],,,SU2345,,51.203748,-1.672158,423000.0,145000.0
55741,HAM,"29,5",Mansbridge,Shirley,,,SU3914,,50.924136,-1.446486,439000.0,114000.0
55791,HAM,"69,26",Andover,Shoddesden,,,SU2848,,51.230502,-1.600359,428000.0,148000.0
55801,HAM,"1,W20",Bowcombe,`Shoflet',Isle of Wight,,SZ5394,approximate,50.743185,-1.250199,453000.0,94000.0
55846,HAM,"IoW1,12. IoW8,8",Bowcombe,Shorwell,Isle of Wight,,SZ4583,,50.644945,-1.364911,445000.0,83000.0
56131,HAM,"29,14. 32,4",Holdshott,Silchester,,,SU6261,,51.344711,-1.1112,462000.0,161000.0
56476,HAM,"1,32",Fordingbridge,{Slacham},,,,unknown,,,,
56831,HAM,"23,39",Broughton,Snoddington,,,SU2545,,51.203665,-1.643531,425000.0,145000.0
56901,HAM,"1,13-14. 2,1 and note. 55,2. 56,1",Meonstoke,Soberton,,,SU6116,,50.940219,-1.133169,461000.0,116000.0
56981,HAM,"32,1",Somborne,`Somborne',,,SU3535,speculative,51.113223,-1.50137,435000.0,135000.0
56986,HAM,"1,47. 45,8-9",Somborne,[King's] Somborne,,`Somborne' HAM,SU3631,,51.077194,-1.487483,436000.0,131000.0
56991,HAM,"39,2",Somborne,[Little] Somborne,,,SU3832,,51.086058,-1.458831,438000.0,132000.0
57131,HAM,"51,1",Shirley,Sopley,,,SZ1596,,50.763388,-1.788677,415000.0,96000.0
57141,HAM,"45,4",Andover,{Soresdene},,,SU2748,speculative,51.23055,-1.61468,427000.0,148000.0
57216,HAM,"S1-3. 3,16. 29,5. 39,4",Mansbridge,Southampton,,,SU4111,,50.897021,-1.418368,441000.0,111000.0
57921,HAM,"IoW6,20",Bowcombe,[East] Standen,Isle of Wight,,SZ5287,,50.680331,-1.265356,452000.0,87000.0
57926,HAM,"IoW7,3",Bowcombe,[West] Standen,Isle of Wight,,SZ5087,,50.680507,-1.293661,450000.0,87000.0
58111,HAM,"23,63-64",`Edgegate',Stanpit,,,SZ1792,,50.727364,-1.760504,417000.0,92000.0
58166,HAM,"1,26",Redbridge,Stanswood,,,SU4600,,50.797734,-1.348653,446000.0,100000.0
58686,HAM,"1,W19",Bowcombe,Stenbury,Isle of Wight,,SZ5279,,50.608395,-1.266476,452000.0,79000.0
58756,HAM,"69,48",Basingstoke,Steventon,,,SU5448,,51.228641,-1.228012,454000.0,148000.0
58891,HAM,"68,2",Somborne,{Stoche},,,SU3537,speculative,51.131207,-1.501177,435000.0,137000.0
58901,HAM,"2,14 and note",East Meon,{Stoches},,,SU4051,speculative,51.256764,-1.428167,440000.0,151000.0
58916,HAM,"14,4. 68,2 note",Somborne,[Long]stock,,,SU3537,,51.131207,-1.501177,435000.0,137000.0
59236,HAM,"15,2",`Bountisborough',[Itchen] Stoke,,,SU5532,,51.084684,-1.216135,455000.0,132000.0
59451,HAM,"69,54",Redbridge,Stone,,,SZ4599,,50.78882,-1.362964,445000.0,99000.0
59496,HAM,"6,8",Mansbridge,[North] Stoneham,,,SU4417,,50.950753,-1.374989,444000.0,117000.0
59501,HAM,"3,16",Mansbridge,[South] Stoneham,,,SU4315,,50.932844,-1.38946,443000.0,115000.0
59811,HAM,"29,16",`Bountisborough',Stratfield [Mortimer],,,SU6363,,51.362582,-1.09649,463000.0,163000.0
59816,HAM,"43,5. 44,3. 69,11",Holdshott,Stratfield [Saye],,,SU6861,,51.344026,-1.025068,468000.0,161000.0
59821,HAM,"23,38",Holdshott,Stratfield [Turgis],,,SU6959,,51.325925,-1.0111,469000.0,159000.0
59866,HAM,"6,16",Micheldever,[East and West] Stratton,,,,,,,,
60136,HAM,"23,15",Titchfield,Stubbington,,,SU5503,,50.823927,-1.220511,455000.0,103000.0
60326,HAM,"69,13",Bermondspit,{Sudberie},,,,unknown,,,,
60501,HAM,"21,7",Chalton,Sunwood,,,SU7519,,50.965542,-0.933326,475000.0,119000.0
60666,HAM,"20,1-2",`Ashley',[Bishops] Sutton,,,SU6031,,51.075193,-1.144924,460000.0,131000.0
60771,HAM,"3,8",Crondall,[Long] Sutton,,,SU7347,,51.217541,-0.956152,473000.0,147000.0
60841,HAM,"28,7. 69,1",Barton,Sutton [Scotney],,,SU4639,,51.148415,-1.343727,446000.0,139000.0
60961,HAM,"43,4-5",`Charldon',Swallowfield,,,SU7164,,51.370631,-0.981403,471000.0,164000.0
60966,HAM,"29,9",Kingsclere,Swampton,,,SU4150,,51.247702,-1.413952,441000.0,150000.0
61076,HAM,"15,5. NF3,2-3. NF9,45",Boldre,Sway,,,SZ2798,,50.780943,-1.618388,427000.0,98000.0
61291,HAM,"15,3",Kingsclere,Sydmonton,,,SU4857,,51.310097,-1.312726,448000.0,157000.0
61661,HAM,"6,10",Redbridge,Tatchbury,,,SU3214,,50.924566,-1.546075,432000.0,114000.0
62356,HAM,"IoW9,2",Bowcombe,Thorley,Isle of Wight,,SZ3689,,50.699525,-1.491611,436000.0,89000.0
63326,HAM,"NF2,2. NF3,7. NF6,2. NF9,21-22",Boldre,Througham,,,SZ3996,,50.762278,-1.448396,439000.0,96000.0
63376,HAM,"61,1",Andover,Thruxton,,,SU2845,,51.203526,-1.600592,428000.0,145000.0
63726,HAM,"23,68",Kingsclere,Tidgrove,,,SU5254,,51.282773,-1.25578,452000.0,154000.0
63751,HAM,"28,6. 60,1",Andover,[South] Tidworth,,,SU2347,,51.221732,-1.67203,423000.0,147000.0
63756,HAM,"28,3",Broughton,[South] Tidworth,,,SU2347,,51.221732,-1.67203,423000.0,147000.0
63881,HAM,"14,5",Somborne,Timsbury,,,SU3424,,51.014373,-1.516687,434000.0,124000.0
63971,HAM,"2,22",`Ashley',[West] Tisted,,,SU6529,,51.056667,-1.073922,465000.0,129000.0
63976,HAM,"1,45",Titchfield,Titchfield,,,SU5405,,50.842004,-1.234413,454000.0,105000.0
64571,HAM,"15,4. 69,37",Redbridge,Totton,,,SU3613,,50.915339,-1.489265,436000.0,113000.0
65451,HAM,"16,2",{Welford},Tufton,,,SU4546,,51.211435,-1.357147,445000.0,146000.0
65541,HAM,"23,7",Basingstoke,Tunworth,,,SU6748,,51.227266,-1.04186,467000.0,148000.0
65701,HAM,"2,3-4",Fawley,Twyford,,,SU4824,,51.013377,-1.317126,448000.0,124000.0
65806,HAM,"4,1. 43,3. 69,17",Broughton,[East] Tytherley,,,SU2929,,51.059606,-1.58756,429000.0,129000.0
65811,HAM,"4,1. 45,7. 69,16. EW2",Broughton,[West] Tytherley,,,SU2729,,51.059703,-1.616099,427000.0,129000.0
66261,HAM,"1,24",Hurstbourne,Upton,,,SU3655,,51.292996,-1.485083,436000.0,155000.0
66416,HAM,"NF9,42",`Rowditch',{Utefel},,,,unknown,,,,
66816,HAM,"NF3,8",`Rowditch',Walhampton,,,SZ3396,,50.762649,-1.533464,433000.0,96000.0
66896,HAM,"1,19;23. 69,21",Broughton,[Nether] Wallop,,,SU3036,,51.122498,-1.572714,430000.0,136000.0
66901,HAM,"1,20. 23,41;43-44. 69,19",Broughton,[Over] Wallop,,,SU2838,,51.140583,-1.601135,428000.0,138000.0
66921,HAM,"IoW1,13",Bowcombe,Walpan,Isle of Wight,,SZ4778,,50.599826,-1.337258,447000.0,78000.0
66996,HAM,"2,9",Waltham,[Bishops] Waltham,,,SU5517,,50.949811,-1.218406,455000.0,117000.0
67326,HAM,ESx,`Bosbarrow',Warblington,,,SU7205,,50.840047,-0.978798,472000.0,105000.0
67521,HAM,"44,4",Hoddington,[South] Warnborough,,,SU7247,,51.217668,-0.970468,472000.0,147000.0
67536,HAM,"6,6. 23,18",Meonstoke,Warnford,,,SU6222,,50.994059,-1.117917,462000.0,122000.0
67716,HAM,"IoW5,1",Bowcombe,[Lower and Upper] Watchingwell,Isle of Wight,,,,,,,
68051,HAM,"1,W3",Bowcombe,Week,Isle of Wight,,SZ5377,,50.590321,-1.25263,453000.0,77000.0
68301,HAM,"IoW1,4",Bowcombe,Wellow,Isle of Wight,,SZ3888,,50.690405,-1.463395,438000.0,88000.0
68311,HAM,"45,2. 69,22",Broughton,[East] Wellow,,,SU3020,,50.978626,-1.574035,430000.0,120000.0
68431,HAM,"1,W20",Bowcombe,{Wenechetone},Isle of Wight,,,unknown,,,,
68531,HAM,"IoW8,5",Bowcombe,{Weristetone},Isle of Wight,,SZ4282,speculative,50.636176,-1.407451,442000.0,82000.0
68626,HAM,"23,17",Meonstoke,Westbury,,,SU6523,,51.00272,-1.074997,465000.0,123000.0
69011,HAM,"37,2",Hoddington,Weston [Patrick],,,SU6946,,51.209047,-1.013607,469000.0,146000.0
69446,HAM,"(16,1)",{Welford},Wherwell,,,SU3940,,51.157925,-1.443691,439000.0,140000.0
69501,HAM,"1,W19. IoW6,13. IoW9,9",Bowcombe,Whippingham,Isle of Wight,,SZ5193,,50.734372,-1.278681,451000.0,93000.0
69591,HAM,"3,5",`Evingar',Whitchurch,,,SU4648,,51.229338,-1.342576,446000.0,148000.0
69631,HAM,"IoW6,5",Bowcombe,Whitcombe,Isle of Wight,,SZ4886,,50.671683,-1.322096,448000.0,86000.0
69666,HAM,"IoW6,14",Bowcombe,Whitefield,Isle of Wight,,SZ5989,,50.697649,-1.16597,459000.0,89000.0
69671,HAM,"IoW6,15",Bowcombe,[Little] Whitefield,Isle of Wight,,SZ5889,,50.697749,-1.180127,458000.0,89000.0
69786,HAM,"3,5",`Evingar',Whitnal,,,SU4851,,51.256149,-1.313532,448000.0,151000.0
70071,HAM,"23,12",Titchfield,Wickham,,,SU5711,,50.895669,-1.190874,457000.0,111000.0
70231,HAM,"2,21",`Bountisborough',[Lower and Upper] Wield,,,,,,,,
70241,HAM,"NF9,18",Boldre,{Wigarestun},,,SU3802,speculative,50.816297,-1.461956,438000.0,102000.0
70301,HAM,"1,26-27;29-30;37. 17,1. NF1,1. EL1. EW1",Bowcombe,[Isle of] Wight,Isle of Wight,,--,area,,,,
70481,HAM,"46,1",Neatham,Will Hall,,,SU7039,,51.14599,-1.000656,470000.0,139000.0
70756,HAM,"IoW1,6",Bowcombe,Wilmingham,Isle of Wight,,SZ3687,,50.68154,-1.491805,436000.0,87000.0
70981,HAM,"1,19;25;42;46. 2,11;20 note. 4,1. 6,1 note;(9). 8,1. 15,1. 16,7. 21,2. 23,5 note;19. 29,3. 32,1 note. 39,3. 44,3. 68,7. 69,2;7. NF9,37",{Falemere},Winchester,,,SU4829,,51.058336,-1.316465,448000.0,129000.0
70986,HAM,"9,1",Odiham,Winchfield,,,SU7653,,51.271092,-0.911934,476000.0,153000.0
71141,HAM,"45,1",Shirley,Winkton,,,SZ1696,,50.763361,-1.774498,416000.0,96000.0
71206,HAM,"23,11",Basingstoke,Winslade,,,SU6548,,51.227497,-1.070497,465000.0,148000.0
71581,HAM,"IoW7,11",Bowcombe,{Witestone},Isle of Wight,,,unknown,,,,
71996,HAM,"64,1-2",Kingsclere,Wolverton,,,SU5558,,51.318457,-1.212153,455000.0,158000.0
72001,HAM,"IoW6,7. IoW8,11",Bowcombe,Wolverton,Isle of Wight,,SZ4582,,50.635953,-1.365032,445000.0,82000.0
72061,HAM,"3,14",Barton,Wonston,,,SU4739,,51.148334,-1.329431,447000.0,139000.0
72151,HAM,"52,1",Hurstbourne,Woodcott,,,SU4354,,51.283521,-1.384818,443000.0,154000.0
72241,HAM,"6,13",`Mainsborough',Woodmancott,,,SU5642,,51.174502,-1.200307,456000.0,142000.0
72466,HAM,"59,1",Mansbridge,Woolston,,,SU4310,,50.887884,-1.390048,443000.0,110000.0
72541,HAM,"1,W12",Bowcombe,Woolverton,Isle of Wight,,SZ6286,approximate,50.670362,-1.123999,462000.0,86000.0
72576,HAM,"NF9,32",`Rowditch',Wootton,,,SZ2399,,50.790107,-1.675062,423000.0,99000.0
72581,HAM,"1,W22",Bowcombe,Wootton,Isle of Wight,,SZ5492,,50.725109,-1.23632,454000.0,92000.0
72666,HAM,"3,24. 23,58",`Chuteley',Wootton [St Lawrence],,,SU5953,,51.273103,-1.155589,459000.0,153000.0
72726,HAM,"62,2",Neatham,[East] Worldham,,,SU7538,,51.136367,-0.929397,475000.0,138000.0
72731,HAM,"NF10,5",Neatham,[West] Worldham,,,SU7538,,51.136367,-0.929397,475000.0,138000.0
72921,HAM,"6,17",Micheldever,[Abbots] Worthy,,,SU4932,,51.085226,-1.30179,449000.0,132000.0
72926,HAM,"29,3-4. 39,3",Barton,[Headbourne] Worthy,,,SU4832,,51.085311,-1.316067,448000.0,132000.0
72931,HAM,"1,17",Barton,[Kings] Worthy,,,SU4932,,51.085226,-1.30179,449000.0,132000.0
72936,HAM,"3,13",Barton,[Martyr] Worthy,,,SU5132,,51.085053,-1.273238,451000.0,132000.0
72951,HAM,"6,2",`Chuteley',Worting,,,SU6051,,51.255017,-1.141591,460000.0,151000.0
73201,HAM,"1,W14",Bowcombe,Wroxall,Isle of Wight,,SZ5579,,50.608121,-1.224083,455000.0,79000.0
73371,HAM,"1,9(-11)",Portsdown,Wymering,,,SU6505,,50.840875,-1.0782,465000.0,105000.0
73476,HAM,"IoW9,23",Bowcombe,Yafford,Isle of Wight,,SZ4481,,50.627036,-1.37929,444000.0,81000.0
73581,HAM,"IoW9,16",{Hemreswel},Yarmouth,Isle of Wight,,SZ3589,,50.699586,-1.50577,435000.0,89000.0
73666,HAM,"1,W5. IoW7,5",Bowcombe,Yaverland,Isle of Wight,,SZ6185,,50.661476,-1.138313,461000.0,85000.0
73671,HAM,"2,18. 14,6",`Bountisborough',Yavington,,,SU5432,,51.084779,-1.23041,454000.0,132000.0
