PlacesIdx,County,Phillimore,Hundred,Vill,Area,XRefs,OSrefs,OScodes,lat,lon,easting,northing,start_date,end_date
5351,SUF,"3,33 note. 16,3. 21,59. 31,16. 67,12",Carlford,Little Bealings,,,TM2248,,52.08582,1.23891,622000.0,248000.0,1066,1086
5356,DOR,"3,10",Beaminster,Beaminster,,,ST4701,,50.806109,-2.753533,347000.0,101000.0,1066,1086
5361,KEN,"5,166",Felborough,Beamonston,Wye,,TR0148,approximate,51.195855,0.875439,601000.0,148000.0,1066,1086
5366,YKS,"1W45. 21W4. 24W14. SW,Bu31",`Burghshire',Beamsley,West Riding,,SE0852,,53.964035,-1.879556,408000.0,452000.0,1066,1086
5371,YKS,"1W73. SW,Cr3",Craven,Beamsley,West Riding,,SE0852,,53.964035,-1.879556,408000.0,452000.0,1066,1086
5376,DEV,"3,31",Braunton,Beara [Charter],,,SS5238,,51.122112,-4.116174,252000.0,138000.0,1066,1086
5381,DEV,"20,5",Witheridge,`Beare',,,SS7713,speculative,50.903326,-3.750659,277000.0,113000.0,1066,1086
5386,WAR,"22,27. 28,18",{Fernecumbe},Bearley,,,SP1760,,52.237946,-1.752465,417000.0,260000.0,1066,1086
5391,SHR,"4,19,7",Hodnet,Bearstone,,,SJ7239,,52.947662,-2.418155,372000.0,339000.0,1066,1086
5396,DBY,"3,1. 6,94",Litchurch,Bearwardcote,,,SK2833,,52.893742,-1.58525,428000.0,333000.0,1066,1086
5401,HRT,"17,10",`Edwinstree',Beauchamps,,,TL3831,,51.960372,0.007066,538000.0,231000.0,1066,1086
5406,ESS,"35,11",Tendring,Beaumont,,,TM1724,,51.872349,1.150887,617000.0,224000.0,1066,1086
5411,WAR,"4,3",{Fernecumbe},Beausale,,,SP2470,,52.327588,-1.649249,424000.0,270000.0,1066,1086
5416,HAM,"2,1",Fawley,Beauworth,,,SU5726,,51.030541,-1.188527,457000.0,126000.0,1066,1086
5421,KEN,"7,19",`Cornilo',Beauxfield,Eastry,,TR3045,,51.158004,1.287894,630000.0,145000.0,1066,1086
5426,DEV,"21,4",Black Torrington,Beaworthy,,,SX4699,,50.770081,-4.185341,246000.0,99000.0,1066,1086
5431,NFK,"1,63",Wangford,Beccles,,,TM4290,,52.454324,1.560345,642000.0,290000.0,1066,1086
5436,SUF,"1,39-40;43. 14,120",Wangford,Beccles,,,TM4290,,52.454324,1.560345,642000.0,290000.0,1066,1086
5446,HAM,"NF8,2 and note",Boldre,{Beceslei},,,SZ2995,speculative,50.75387,-1.590256,429000.0,95000.0,1066,1086
5451,WIL,"25,18",-,{Bechenehilde},,,SU0175,speculative,51.473961,-1.986986,401000.0,175000.0,1066,1086
5461,SUS,"10,66",Willingdon,`Bechington',Pevensey,,TV5498,approximate,50.761158,0.182195,554000.0,98000.0,1066,1086
5466,NFK,"4,30-31",`Eynesford',Beck,,,TG0220,,52.739899,0.990872,602000.0,320000.0,1066,1086
5471,SHR,"4,26,5",Patton,Beckbury,,,SJ7601,,52.606262,-2.355825,376000.0,301000.0,1066,1086
5476,KEN,"5,39",Bromley,Beckenham,Sutton,,TQ3769,,51.40349,-0.031791,537000.0,169000.0,1066,1086
5481,LIN,"2,15. 16,18(-19). 22,12. 28,30. 32,12",`Wraggoe',Beckering,Lindsey South Riding,,TF1280,,53.305138,-0.320677,512000.0,380000.0,1066,1086
5486,BRK,"17,6",Shrivenham,Beckett,,,SU2388,,51.590387,-1.669383,423000.0,188000.0,1066,1086
5491,GLS,"1,59(-60). EvL1",Tibblestone,Beckford,,,SO9735,,52.013429,-2.045114,397000.0,235000.0,1066,1086
5496,WOR,EG4,Tibblestone,Beckford,,,SO9735,,52.013429,-2.045114,397000.0,235000.0,1066,1086
5501,NFK,"1,149. 9,155. 10,8;65",North Erpingham,[East] Beckham,,,TG1539,,52.905429,1.195624,615000.0,339000.0,1066,1086
5506,NFK,"25,13",South Erpingham,[West] Beckham,,,TG1439,,52.905827,1.180779,614000.0,339000.0,1066,1086
5511,WIL,"29,8",`Selkley',Beckhampton,,,SU0868,,51.410964,-1.886355,408000.0,168000.0,1066,1086
5516,NTT,"5,4. 9,119",Oswaldbeck,Beckingham,,,SK7790,,53.401239,-0.84335,477000.0,390000.0,1066,1086
5521,SOM,"22,24",Frome,Beckington,,,ST8051,,51.257802,-2.287987,380000.0,151000.0,1066,1086
5526,HAM,"NF3,15",`Rowditch',Beckley,,,SZ2296,,50.763168,-1.689427,422000.0,96000.0,1066,1086
5531,KEN,"5,107",`Shamwell',Beckley,Aylesford,,TQ7074,,51.439486,0.444612,570000.0,174000.0,1066,1086
5536,OXF,"29,2",Headington,Beckley,,,SP5611,,51.794861,-1.189382,456000.0,211000.0,1066,1086
5541,ESS,"18,15",Rochford,Beckney,,,TQ8495,,51.623738,0.656784,584000.0,195000.0,1066,1086
5546,YKS,"21W9 and note. SW,Bu38",`Burghshire',Beckwith [House],West Riding,,SE2852,,53.963344,-1.574722,428000.0,452000.0,1066,1086
5551,YKS,"6N122. SN,CtA35",Land of Count Alan,Bedale,North Riding,,SE2688,,54.286985,-1.602122,426000.0,488000.0,1066,1086
5556,SUS,"9,35-37. 10,3;14",`Totnore',Beddingham,Pevensey,,TQ4407,,50.844605,0.044033,544000.0,107000.0,1066,1086
5561,SUR,"19,15. 29,1-2",Wallington,Beddington,,,TQ3065,,51.369189,-0.133831,530000.0,165000.0,1066,1086
5571,SUF,"6,307",Bishop's,Bedfield,,,TM2266,,52.247391,1.250673,622000.0,266000.0,1066,1086
5576,MDX,"8,3. 11,2",Spelthorne,[East] Bedfont,,,TQ0873,,51.445701,-0.447308,508000.0,173000.0,1066,1086
5581,MDX,"11,3",Spelthorne,[West] Bedfont,,,TQ0774,,51.45488,-0.461391,507000.0,174000.0,1066,1086
5586,BDF,"B1. 4,9",`Buckelowe',Bedford,,,TL0449,,52.129543,-0.482087,504000.0,249000.0,1066,1086
5591,BUK,"4,6",Aylesbury,Bedgrove,,,SP8412,,51.800353,-0.783218,484000.0,212000.0,1066,1086
5596,HAM,"6,4",Portsdown,Bedhampton,,,SU7006,,50.849284,-1.007007,470000.0,106000.0,1066,1086
5601,SUF,"6,12;68;75-77;232;319. 14,104. 19,10. 31,5-6. 43,5. 75,5. 77,3",Bishop's,Bedingfield,,,TM1768,,52.267337,1.178835,617000.0,268000.0,1066,1086
5606,NFK,"1,182;184. 9,168",`Lodding',Bedingham,,,TM2893,,52.487265,1.356738,628000.0,293000.0,1066,1086
5611,STS,"4,10",Cuttlestone,`Bedintone',,,SJ9413,approximate,52.71464,-2.090251,394000.0,313000.0,1066,1086
5616,SOM,"1,7",Hartcliffe,Bedminster,,,ST5871,,51.436429,-2.605614,358000.0,171000.0,1066,1086
5621,STS,"2,4",Cuttlestone,Bednall,,,SJ9517,,52.750608,-2.07551,395000.0,317000.0,1066,1086
5626,SHR,"4,20,25",Leintwardine,Bedstone,,,SO3675,,52.369306,-2.941419,336000.0,275000.0,1066,1086
5631,WAR,"16,44",`Bumbelowe',Bedworth,,,SP3586,,52.470837,-1.486183,435000.0,286000.0,1066,1086
5641,LEC,"7,2",`Goscote',Beeby,,,SK6608,,52.665725,-1.025511,466000.0,308000.0,1066,1086
5646,SUS,"8,4. 9,25",{Hailesaltede},Beech,Hastings,,TQ7719,speculative,50.943266,0.518138,577000.0,119000.0,1066,1086
5651,NFK,"4,43. 9,233. 21,8. 31,29",`Clackclose',Beechamwell,,,TF7505,,52.614595,0.583427,575000.0,305000.0,1066,1086
5656,WIL,"12,1",Swanborough,Beechingstoke,,,SU0859,,51.330038,-1.886555,408000.0,159000.0,1066,1086
5661,SUS,"12,20;47. 13,1",`Burghbeach',Beeding,Bramber,,TQ1910,,50.877247,-0.309911,519000.0,110000.0,1066,1086
5666,BRK,"7,15",Rowbury,Beedon,,,SU4878,,51.498909,-1.309891,448000.0,178000.0,1066,1086
5671,YKS,"14E24. SE,Hol20",Holderness [North Hundred],Beeford,East Riding,,TA1254,,53.96997,-0.294071,512000.0,454000.0,1066,1086
5676,DBY,"1,31",Blackwell,Beeley,,,SK2667,,53.199465,-1.612249,426000.0,367000.0,1066,1086
5681,LIN,"12,36. 47,7. 48,10. 68,45",`Haverstoe',Beelsby,Lindsey North Riding,,TA2001,,53.492054,-0.19271,520000.0,401000.0,1066,1086
5686,DEV,"28,12",Diptford,Beenleigh,,,SX7556,,50.390543,-3.759838,275000.0,56000.0,1066,1086
5691,DEV,"16,174",Colyton,`Beer',,,SY2098,,50.776031,-3.135997,320000.0,98000.0,1066,1086
5696,DEV,"7,4",Colyton,Beer,,,SY2289,,50.695383,-3.105731,322000.0,89000.0,1066,1086
5701,SOM,"19,28",`Abdick',Beer[crocombe],,,ST3220,,50.975373,-2.969929,332000.0,120000.0,1066,1086
5706,SOM,"16,8",Cannington,[Great] Beere,,,ST2441,,51.163175,-3.088278,324000.0,141000.0,1066,1086
5716,LIN,"12,85. 24,63. 28,32",`Calcewath',Beesby,Lindsey South Riding,,TF4680,,53.29687,0.189201,546000.0,380000.0,1066,1086
5721,LIN,"12,28-29;(30)",`Haverstoe',Beesby,Lindsey North Riding,,TF2696,,53.445736,-0.104327,526000.0,396000.0,1066,1086
5723,NTT,"1,21;24. 12,9",`Lythe',Beesthorpe,,,SK7260,,53.132328,-0.925313,472000.0,360000.0,1066,1086
5726,BDF,"21,12(-14). 25,14. 47,3. 56,7. 57,11",{Wichestanestou},Beeston,,,TL1648,,52.11817,-0.307201,516000.0,248000.0,1066,1086
5731,CHS,"2,24",Rushton,Beeston,,,SJ5358,,53.117111,-2.703678,353000.0,358000.0,1066,1086
5736,NTT,"10,34",Broxtowe,Beeston,,,SK5236,,52.918929,-1.228063,452000.0,336000.0,1066,1086
5741,YKS,"9W124-125. SW,M1",Morley,Beeston,West Riding,,SE2830,,53.765617,-1.57672,428000.0,430000.0,1066,1086
5746,NFK,"19,21-22. 23,8",North Erpingham,Beeston [Regis],,,TG1743,,52.940526,1.227984,617000.0,343000.0,1066,1086
5751,NFK,"1,189;191. 7,17. 12,29. 20,25",Taverham,Beeston [St Andrew],,,TG2513,,52.668006,1.3262,625000.0,313000.0,1066,1086
5756,NFK,"17,44",Tunstead,Beeston [St Lawrence],,,TG3221,,52.736847,1.435164,632000.0,321000.0,1066,1086
5761,YKS,30W40. See also CHS Y13,Amounderness,Beetham,Westmorland,,SD4979,,54.204206,-2.783351,349000.0,479000.0,1066,1086
5766,NFK,"10,5",`Laundich',Beetley,,,TF9718,,52.723786,0.915712,597000.0,318000.0,1066,1086
5771,DEV,"16,60",Teignbridge,Beetor,,,SX7184,,50.641361,-3.825762,271000.0,84000.0,1066,1086
5776,STS,"1,7",Cuttlestone,Beffcote,,,SJ8019,,52.768236,-2.297861,380000.0,319000.0,1066,1086
5781,OXF,"59,11",Wootton,Begbroke,,,SP4613,,51.813752,-1.334108,446000.0,213000.0,1066,1086
5786,STS,"14,1",Cuttlestone,Beighterton,,,SJ8011,,52.69632,-2.29737,380000.0,311000.0,1066,1086
5791,DBY,"5,2. 10,3. 16,3",`Scarsdale',Beighton,,,SK4483,,53.342095,-1.340607,444000.0,383000.0,1066,1086
5796,NFK,"10,25. 47,2",Walsham,Beighton,,,TG3808,,52.617596,1.514478,638000.0,308000.0,1066,1086
5801,KEN,"5,122. 7,3",Bridge,Bekesbourne,Borough,,TR1955,,51.252099,1.136938,619000.0,155000.0,1066,1086
5811,NFK,"1,194;235. 17,33. 20,31",South Erpingham,Belaugh,,,TG2818,,52.711625,1.373945,628000.0,318000.0,1066,1086
5816,WOR,"26,13",Clent,Belbroughton,,,SO9277,,52.390978,-2.118976,392000.0,277000.0,1066,1086
5821,YKS,"1E2 and note. 3Y4-5. CE12;17. SE,How4;7",Howden,Belby [House],East Riding,,SE7729,,53.751709,-0.833749,477000.0,429000.0,1066,1086
5831,ESS,"35,6",`Thunderlow',Belchamp [Walter],,,TL8240,,52.028558,0.651566,582000.0,240000.0,1066,1086
5836,LIN,"11,9. 14,46(-57)",`Gartree',Belchford,Lindsey South Riding,,TF2975,,53.256358,-0.067733,529000.0,375000.0,1066,1086
5846,LEC,"C11. 13,20. 41,1",`Goscote',Belgrave,,,SK5907,,52.657542,-1.129183,459000.0,307000.0,1066,1086
5861,WOR,"23,8",Clent,Bell [Hall],,,SO9377,,52.390992,-2.104281,393000.0,277000.0,1066,1086
5866,LIN,"13,3",`Calcewath',Belleau,Lindsey South Riding,,TF4078,,53.280521,0.098362,540000.0,378000.0,1066,1086
5871,YKS,"6N104. SN,CtA31",Land of Count Alan,Bellerby,North Riding,,SE1192,,54.323473,-1.832388,411000.0,492000.0,1066,1086
5876,SUS,"9,124",Staple,Bellhurst,Hastings,,TQ8625,,50.994332,0.649172,586000.0,125000.0,1066,1086
5881,WOR,"23,14",Clent,Bellington,,,SO8876,,52.381914,-2.177718,388000.0,276000.0,1066,1086
5886,SOM,"1,28. 17,6",Keynsham,Belluton,,,ST6164,,51.373705,-2.561683,361000.0,164000.0,1066,1086
5891,LIN,"56,4. CK2",Witchley,Belmesthorpe,Rutland,,TF0410,,52.677749,-0.463165,504000.0,310000.0,1066,1086
5896,NTH,"56,1. ELc2-3",Witchley,Belmesthorpe,Rutland,,TF0410,,52.677749,-0.463165,504000.0,310000.0,1066,1086
5901,RUT,EN16. ELc10;18,Witchley,Belmesthorpe,Rutland,,TF0410,,52.677749,-0.463165,504000.0,310000.0,1066,1086
5906,SUF,"6,26. 16,42. 32,5. 35,3. 46,3. 71,2",Sandford,Belstead,,,TM1241,,52.026894,1.088845,612000.0,241000.0,1066,1086
5911,ESS,"22,18. 78,1",Chelmsford,Belstead [Hall],,,TL7210,,51.762273,0.490996,572000.0,210000.0,1066,1086
5916,DEV,"16,15",Black Torrington,Belstone,,,SX6193,,50.719948,-3.970491,261000.0,93000.0,1066,1086
5921,SHR,"4,21,9",Condover,Belswardyne,,,SJ6003,,52.623295,-2.592319,360000.0,303000.0,1066,1086
5926,YKS,"2N16 and note. SE,P9",Pocklington,Belthorpe,East Riding,,SE7854,,53.976207,-0.812245,478000.0,454000.0,1066,1086
5931,LIN,"63,13",Epworth,Beltoft,Lindsey West Riding,,SE8006,,53.544577,-0.794173,480000.0,406000.0,1066,1086
5936,LIN,"63,10;12(-14);21;25. CW17",Epworth,Belton,Lindsey West Riding,,SE7806,,53.544877,-0.824348,478000.0,406000.0,1066,1086
5941,LIN,"1,15;19. 31,1. 39,4. 57,25. 67,13-14;(15);16-17;(19). CK59-61",`Threo',Belton,Kesteven,,SK9339,,52.940368,-0.617576,493000.0,339000.0,1066,1086
5946,SUF,"1,35;59",`Lothingland',Belton,,,TG4802,,52.559297,1.657393,648000.0,302000.0,1066,1086
5956,WIL,"55,2. 67,34",`Branchbury',Bemerton,,,SU1230,,51.069202,-1.830103,412000.0,130000.0,1066,1086
5961,YKS,"5E52. SE,Hu6",Hunthow,Bempton,East Riding,,TA1972,,54.130103,-0.180364,519000.0,472000.0,1066,1086
5966,SUF,"14,165",`Blything',Benacre,,,TM5184,,52.396439,1.688013,651000.0,284000.0,1066,1086
5971,HRT,"10,20",Hitchin,Bendish,,,TL1621,,51.875522,-0.316327,516000.0,221000.0,1066,1086
5976,ESS,"20,77. 90,64",`Freshwell',Bendysh [Hall],,,TL6039,,52.026351,0.330717,560000.0,239000.0,1066,1086
5981,SUS,"12,54-55",Wyndham,`Benefeld',Lewes,,TQ2519,approximate,50.956876,-0.22159,525000.0,119000.0,1066,1086
5986,NTH,"59,2",`Huxloe',Benefield,,,SP9888,,52.481151,-0.558376,498000.0,288000.0,1066,1086
5996,KEN,"5,180{-181}",Rolvenden,Benenden,Lympne,,TQ8032,,51.059122,0.567237,580000.0,132000.0,1066,1086
6001,SUS,"12,22 and note",Aldrington,Benfield,Lewes,,TQ2607,speculative,50.848801,-0.211496,526000.0,107000.0,1066,1086
6011,HRT,"16,12. 27,1. 33,15. 34,15(-19). 36,18",Hertford,Bengeo,,,TL3213,,51.80008,-0.087082,532000.0,213000.0,1066,1086
6016,GLS,E34,`Oswaldslow',Bengeworth,,,SP0443,,52.08535,-1.94303,404000.0,243000.0,1066,1086
6021,WOR,"2,75. 10,12",`Oswaldslow',Bengeworth,,,SP0443,,52.08535,-1.94303,404000.0,243000.0,1066,1086
6026,SUF,"3,101. 6,47;53-54. 7,140;149-150",`Plomesgate',Benhall,,,TM3761,,52.196274,1.466486,637000.0,261000.0,1066,1086
6031,BRK,"7,16. 54,3. 65,11",Kintbury,Benham,,,SU4367,,51.400407,-1.38325,443000.0,167000.0,1066,1086
6036,YKS,23N28,`Bulford',Beningbrough,North Riding,,SE5257,,54.006429,-1.208098,452000.0,457000.0,1066,1086
6038,CON,"5,5,22",Stratton,Bennacott?,,,SX2992,speculative,50.702424,-4.422964,229000.0,92000.0,1066,1086
6041,YKS,"14E11 and note. SE,Hol16",Holderness [Middle Hundred],Benningholme [Hall],East Riding,,TA1239,,53.835212,-0.29955,512000.0,439000.0,1066,1086
6046,HRT,"36,6-7",Broadwater,Bennington,,,TL2923,,51.890642,-0.126839,529000.0,223000.0,1066,1086
6051,LIN,"12,49-50. 15,2. CK38",Loveden,[Long] Bennington,Kesteven,,SK8344,,52.986941,-0.765058,483000.0,344000.0,1066,1086
6056,LIN,"2,16. 14,59",`Wraggoe',Benniworth,Lindsey South Riding,,TF2081,,53.312372,-0.200305,520000.0,381000.0,1066,1086
6061,BRK,B1,Benson,Benson,,,SU6191,,51.614535,-1.120383,461000.0,191000.0,1066,1086
6066,OXF,"1,1. 58,14;19",Benson,Benson,,,SU6191,,51.614535,-1.120383,461000.0,191000.0,1066,1086
6071,ESS,"27,14. 41,9",Chelmsford,`Bensted',,,TL7403,,51.698777,0.516451,574000.0,203000.0,1066,1086
6076,KEN,"5,100",Twyford,Bensted,Aylesford,,TQ7049,,51.214895,0.432695,570000.0,149000.0,1066,1086
6081,ESS,"32,19",Clavering,Bentfield [Bury],,,TL4926,,51.912614,0.164876,549000.0,226000.0,1066,1086
6086,SHR,"4,27,20",{Reweset},Benthall,,,SJ3913,,52.711223,-2.904356,339000.0,313000.0,1066,1086
6093,DBY,"6,36",`Appletree',Bentley,,,SK1738,,52.939146,-1.748492,417000.0,338000.0,1066,1086
6096,HAM,"2,25. ESr",Neatham,Bentley,,,SU7844,,51.189909,-0.885227,478000.0,144000.0,1066,1086
6101,SUR,"(3,1)",Bentley,Bentley,,,SU7844,,51.189909,-0.885227,478000.0,144000.0,1066,1086
6106,HAM,"53,1. 69,15",Broughton,Bentley,,,SU3129,,51.059502,-1.559023,431000.0,129000.0,1066,1086
6111,SUF,"1,101;103-104. 3,71;75",Sandford,Bentley,,,TM1138,,52.000341,1.072444,611000.0,238000.0,1066,1086
6116,WAR,"31,8",Coleshill,Bentley,,,SP2895,,52.552147,-1.588471,428000.0,295000.0,1066,1086
6126,YKS,"2E17. 5N1a. SE,Wel5",Welton,Bentley,East Riding,,TA0135,,53.801525,-0.467945,501000.0,435000.0,1066,1086
6131,YKS,"10W38. SW,O1",`Osgodcross',Bentley,West Riding,,SE5705,,53.538583,-1.141401,457000.0,405000.0,1066,1086
6136,YKS,"5W30. SW,Sf34 and note",Strafforth,Bentley,West Riding,,SE5705,,53.538583,-1.141401,457000.0,405000.0,1066,1086
6141,DBY,"1,14",Hamston,[Fenny] Bentley,,,SK1750,,53.047015,-1.747865,417000.0,350000.0,1066,1086
6146,ESS,"35,9",Tendring,[Great] Bentley,,,TM1021,,51.848091,1.047537,610000.0,221000.0,1066,1086
6156,ESS,"21,9. 23,31",Tendring,[Little] Bentley,,,TM1224,,51.87427,1.078369,612000.0,224000.0,1066,1086
6161,DEV,"2,10",Braunton,Benton,,,SS6536,,51.107351,-3.929783,265000.0,136000.0,1066,1086
6166,ESS,"11,1",Witham,Benton [Hall],,,TL8213,,51.78606,0.637312,582000.0,213000.0,1066,1086
6171,WAR,"17,36",Marton,{Bentone},,Bilton WAR,SP4873,speculative,52.352989,-1.296679,448000.0,273000.0,1066,1086
6176,WAR,EBW2,Pershore,Beoley,,,SP0669,,52.319086,-1.91339,406000.0,269000.0,1066,1086
6181,WOR,"9,2",Pershore,Beoley,,,SP0669,,52.319086,-1.91339,406000.0,269000.0,1066,1086
6186,SUS,"11,15",Easebourne,Bepton,Chichester,,SU8518,,50.955165,-0.791186,485000.0,118000.0,1066,1086
6191,ESS,"24,54",Clavering,Berden,,,TL4629,,51.940362,0.122565,546000.0,229000.0,1066,1086
6201,DEV,"15,46",Roborough,Bere [Ferrers],,,SX4563,,50.446304,-4.184475,245000.0,63000.0,1066,1086
6206,DOR,"1,2. 24,1. 55,15",Bere [Regis],Bere [Regis],,,SY8494,,50.745372,-2.228135,384000.0,94000.0,1066,1086
6216,YKS,"SN,Bi5 and note",`Yarlestre',{Bergebi},North Riding,{Berghebi} YKS,SE4076,approximate,54.178246,-1.388673,440000.0,476000.0,1066,1086
6221,YKS,13N16 and note,`Yarlestre',{Berghebi},North Riding,{Bergebi} YKS,SE4076,approximate,54.178246,-1.388673,440000.0,476000.0,1066,1086
6226,LIN,"8,7",`Beltisloe',{Bergestorp},Kesteven,,TF0216,speculative,52.732049,-0.490878,502000.0,316000.0,1066,1086
6231,NFK,"12,17 {note}. 15,28 and note",`Henstead',Bergh [Apton],,,TM3199,,52.539849,1.405004,631000.0,299000.0,1066,1086
6236,SUF,"1,100-(102);103-105;119. 3,68;70;80-82. 5,6-8. 16,35-37;41;46-47. 25,64-67;69-70;72-73;75;77. 28,5. 32,5;8. 35,3-4. 38,21. 40,3. 58,1. 61,1. 71,1-2",Sandford,[East] Bergholt,,,TM0734,,51.965932,1.011849,607000.0,234000.0,1066,1086
6241,ESS,"23,36. 46,2. 90,70;73",Lexden,[West] Bergholt,,,TL9528,,51.916387,0.834008,595000.0,228000.0,1066,1086
6246,YKS,31N5,Langbaurgh,{Bergolbi},North Riding,{Berguluesbi} YKS,NZ4910,approximate,54.483003,-1.245231,449000.0,510000.0,1066,1086
6251,YKS,"1N31. SN,L38",Langbaurgh,{Berguluesbi},North Riding,{Bergolbi} YKS,NZ4910,approximate,54.483003,-1.245231,449000.0,510000.0,1066,1086
6261,WAR,"17,62",Stoneleigh,Bericote,,,SP3169,,52.318249,-1.546629,431000.0,269000.0,1066,1086
6266,GLS,"1,15(-18);19;63",Berkeley,Berkeley,,,ST6899,,51.688839,-2.464313,368000.0,199000.0,1066,1086
6271,HRT,"17,8. 37,19",`Edwinstree',Berkesden,,,TL3328,,51.934632,-0.06682,533000.0,228000.0,1066,1086
6276,HRT,"15,1;5;12",Tring,Berkhamsted,,,SP9907,,51.752961,-0.567181,499000.0,207000.0,1066,1086
6281,HRT,"37,21",Hertford,[Little] Berkhamsted,,,TL2907,,51.74686,-0.132794,529000.0,207000.0,1066,1086
6286,SOM,"22,25",Frome,Berkley,,,SS8149,,51.227745,-3.70565,281000.0,149000.0,1066,1086
6291,NTH,"19,2",Coleshill,Berkswell,,,SP2479,,52.408498,-1.64861,424000.0,279000.0,1066,1086
6296,WAR,"16,27. EN2",Coleshill,Berkswell,,,SP2479,,52.408498,-1.64861,424000.0,279000.0,1066,1086
6306,SUR,"1,4. 17,2",Brixton,Bermondsey,,,TQ3479,,51.494072,-0.07111,534000.0,179000.0,1066,1086
6311,HEF,"29,16",{Hezetre},`Bernaldeston',,,SO2861,speculative,52.242466,-3.055899,328000.0,261000.0,1066,1086
6316,DEV,"16,105",Silverton,`Bernardsmoor',,,SS9502,speculative,50.807998,-3.491605,295000.0,102000.0,1066,1086
6321,YKS,"11N18 and note. SN,Bi3",`Yarlestre',{Bernebi},North Riding,,SE4875,approximate,54.168575,-1.266278,448000.0,475000.0,1066,1086
6326,OXF,"35,24",Benson,Berrick [Salome],,,SU6293,,51.632407,-1.105589,462000.0,193000.0,1066,1086
6331,SHR,"4,3,14",Condover,Berrington,,,SJ5206,,52.649612,-2.710926,352000.0,306000.0,1066,1086
6336,WOR,"19,1",`Doddingtree',Berrington,,,SO5767,,52.299443,-2.631981,357000.0,267000.0,1066,1086
6341,DEV,"34,48",Kerswell,Berry [Pomeroy],,,SX8261,,50.436939,-3.66298,282000.0,61000.0,1066,1086
6346,DEV,"23,2",Braunton,Berrynarbor,,,SS5646,,51.195023,-4.06226,256000.0,146000.0,1066,1086
6351,SUS,"13,3",Streat,Berth,Lewes,,TQ3320,,50.964074,-0.107385,533000.0,120000.0,1066,1086
6366,KEN,"2,42",Street,Berwick,Lympne,,TR1235,,51.075152,1.025005,612000.0,135000.0,1066,1086
6371,SHR,"4,3,25",Wrockwardine,Berwick,,,SJ5410,,52.685741,-2.681925,354000.0,310000.0,1066,1086
6381,SUS,"9,89;94",{Wandelmestrei},Berwick,Pevensey,,TQ5105,,50.82485,0.142565,551000.0,105000.0,1066,1086
6386,STS,"1,5",Offlow,Bescot,,,SP0097,,52.570839,-2.001427,400000.0,297000.0,1066,1086
6391,SHR,"4,23,14",Baschurch,Besford,,,SJ5524,,52.811671,-2.669059,355000.0,324000.0,1066,1086
6396,WOR,"8,8",Pershore,Besford,,,SO9144,,52.094279,-2.132778,391000.0,244000.0,1066,1086
6401,SHR,"4,14,16",Wrockwardine,Beslow,,,SJ5808,,52.668089,-2.622499,358000.0,308000.0,1066,1086
6406,WIL,"68,24 note",Wrockwardine,Beslow,,,SJ5808,,52.668089,-2.622499,358000.0,308000.0,1066,1086
6411,HAM,"35,3",Neatham,{Bessete},,,SU7632,speculative,51.082291,-0.916368,476000.0,132000.0,1066,1086
6416,YKS,"1Y11. SE,Hu4",Hunthow,Bessingby,East Riding,,TA1565,,54.06813,-0.244205,515000.0,465000.0,1066,1086
6421,NFK,"30,2",North Erpingham,Bessingham,,,TG1637,,52.887077,1.209142,616000.0,337000.0,1066,1086
6426,YKS,"1Y19 and note. SW,Bu28",`Burghshire',{Besthaim},West Riding,{Bestham} YKS,SE1954,approximate,53.981726,-1.711772,419000.0,454000.0,1066,1086
6431,YKS,1Y19 and note,`Burghshire',{Bestham},West Riding,{Besthaim} YKS,SE1954,approximate,53.981726,-1.711772,419000.0,454000.0,1066,1086
6436,NFK,"9,126;129",Shropham,Besthorpe,,,TM0695,,52.513962,1.034461,606000.0,295000.0,1066,1086
6446,DOR,"26,49",Winfrith [Newburgh],Bestwall,,,SY9287,,50.682589,-2.114593,392000.0,87000.0,1066,1086
6451,YKS,"1Y9. 5E31. SE,Sn3",{Sneculfcros},Beswick,East Riding,,TA0148,,53.918326,-0.463675,501000.0,448000.0,1066,1086
6456,SUR,"19,39;47",Wotton,Betchworth,,,TQ2149,,51.227372,-0.268475,521000.0,149000.0,1066,1086
6461,STS,"17,10",Pirehill,Betley,,,SJ7548,,53.028713,-2.374208,375000.0,348000.0,1066,1086
6466,BRK,"1,12. 33,5",Wantage,Betterton,,,SU4386,,51.571238,-1.380943,443000.0,186000.0,1066,1086
6471,KEN,"5,200",Eastry,Betteshanger,Eastry,,TR3152,,51.220441,1.306667,631000.0,152000.0,1066,1086
6476,CHS,"B13. 2,1",`Duddeston',Bettisfield,Broxton,,SJ4635,,52.909716,-2.804398,346000.0,335000.0,1066,1086
6481,SHR,"4,23,9",Hodnet,Betton,,,SJ6936,,52.920529,-2.462513,369000.0,336000.0,1066,1086
6496,SUS,"10,5;7(-8)",Eastbourne,`Beverington',Pevensey,,TQ5900,approximate,50.777782,0.253895,559000.0,100000.0,1066,1086
6501,YKS,"2E1;18(-41). SE,Sn10",{Sneculfcros},Beverley,East Riding,,TA0339,,53.837071,-0.436254,503000.0,439000.0,1066,1086
6511,SUF,"67,6",Parham,Beversham,,,TM3558,,52.170206,1.435201,635000.0,258000.0,1066,1086
6516,GLS,"1,15",Berkeley,Beverstone,,,ST8693,,51.635632,-2.20368,386000.0,193000.0,1066,1086
