"","id","morph","azimuth","area","trait_1","trait_2","trait_3","trait_4","trait_5","trait_6","trait_7","trait_8","name","date","dating_notes","xlong","ylat","date_type","xeast","ynorth","date_emp","model_age_mean","model_age_sd"
"1",876,"square",90.424247,90.860298,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Unknown",995,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",103.85821,13.42621,"empirical",376391.1,1484555,995,995,0
"2",874,"square",90,121.102386,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Sâk Krâop (Pr.)",889,"Temple is included in CCC in Period 2.",NA,NA,"empirical",376029.9,1484559,889,889,0
"3",878,"square",90,144.909427,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Tuol",889,"Temple is included in CCC in Period 2.",NA,NA,"empirical",376568.1,1484474,889,889,0
"4",933,"square",90,182.45828,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Top (Pr.)",1115,"Temple is included in the CCC",NA,NA,"empirical",377453.2,1486464,1115,1115,0
"5",973,"square",90.658658,185.512325,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Laterite slabs and sculpture debris)",1002,"Temple is included in the CCC during Period 3.",NA,NA,"empirical",377851.6,1486810,1002,1002,0
"6",968,"square",89.537526,205.148656,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (terrace)",1115,"Temple is included in the CCC for Period 4.",NA,NA,"empirical",377220.5,1487538,1115,1115,0
"7",965,"square",89.913561,215.093119,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Terrace)",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.86537,13.44916,"graphbased",377181,1487114,NA,968.834803750701,167.354175823925
"8",952,"square",83.827621,220.136723,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Groupe de terraces) - Rông Damrei",1115,"Temple is included in the CCC for Period 4.",NA,NA,"empirical",377328.8,1486122,1115,1115,0
"9",956,"square",87.164137,226.298536,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Remains of a prasat)",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.84609,13.45018,"graphbased",375082.2,1487158,NA,968.613504981728,167.63665988916
"10",1015,"square",89.729779,229.44863,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Unknown",958,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85908,13.42129,"graphbased",376487.6,1484022,NA,903.977642433759,141.412715419266
"11",1069,"square",91.188225,231.967362,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Dot Sdach Kamlong (Pr.)",986,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.10309,13.56599,"graphbased",406681,1496672,NA,920.244934763748,140.601406614153
"12",877,"square",90,241.757406,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Thmâ Bay Ka-ek (Pr.)",889,"Temple is included in CCC in Period 2.",NA,NA,"empirical",376478.6,1484558,889,889,0
"13",940,"square",88.945595,247.155493,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Terrace I",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85184,13.43813,"graphbased",375715.8,1485894,NA,970.08742519583,167.010009461353
"14",958,"square",82.445408,259.375931,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Terrace R)",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85397,13.45042,"graphbased",376009.9,1487201,NA,969.332024816148,168.858964389083
"15",542,"square",100.911207,259.927049,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Srah Khout",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",103.92271,13.48739,"regression",383400.9,1491293,NA,903.744632668307,141.742287998371
"16",912,"square",82.875146,264.012672,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Preah Pithu, Y",982,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8612,13.44932,"graphbased",376725.1,1487109,NA,1025.83198572754,139.931330046089
"17",832,"square",87.179828,287.438699,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Ak Yum (Pr.)",1001,"The temple was still active into the 10th century based on inscriptions found here (K. 752). We place an endpoint on the habitation in this area with the construction of the West Baray in the 11th century (Pottier et al. 2001b). The population associated with CCC is reduced to zero and temple communites are instead counted independently as part of the AMA.",103.77684,13.42456,"empirical",367571.5,1484426,1001,1001,0
"18",949,"square",90,290.569625,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Terrace V)",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.86022,13.43692,"graphbased",376615.2,1485715,NA,968.003868694853,166.534533095746
"19",989,"square",87.680878,292.339464,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Terrace Z)",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8558,13.43632,"graphbased",376116.7,1485694,NA,969.732251814048,169.275371570694
"20",978,"square",90,303.583827,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Angkor Thom (terrace)",1115,"Temple is included in the CCC for Period 4.",NA,NA,"empirical",377184.5,1485912,1115,1115,0
"21",302,"square",85.515488,353.637661,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Kroes Prei Ten",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04035,13.31441,"regression",396059.3,1472105,NA,1046.92562828135,138.736212287157
"22",875,"square",180,353.746976,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Bei (Pr.)",900,"Temple contemporaneous with Bakheng (Groslier 1979: 174).",103.85654,13.42619,"empirical",376208.6,1484555,900,900,0
"23",1618,NA,90.616043,357.37178,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Neak Pean (Pr.)",1250,"Constructed in the Jayatataka reservoir and associated with the reign of Jayavarman VII (Dumarçay and Royère 2001: 94-95).",103.89481,13.46325,"empirical",380370.8,1488635,1250,1250,0
"24",969,"square",89.323109,358.642148,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (terrace)",1115,"Temple is included in the CCC for Period 4.",NA,NA,"empirical",376920.9,1487595,1115,1115,0
"25",635,"square",83.932954,379.425556,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Neak Ta Dem Chombok",982,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.71539,13.58071,"graphbased",361016,1501725,NA,1027.00503713489,140.61379303822
"26",976,"square",87.945363,381.009018,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (remains of terraces and sculpture)",1002,"Temple is included in the CCC during Period 3.",NA,NA,"empirical",377760.4,1486355,1002,1002,0
"27",936,"square",84.567591,385.758061,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Terrace B [Groupe de])",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85953,13.45156,"graphbased",376590.4,1487382,NA,969.817060350234,167.223734790491
"28",526,"horseshoe_east",89.46444,396.53141,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Unknown",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.92436,13.46695,"regression",383570.3,1489035,NA,1087.79490913616,139.656550716913
"29",1048,"square",90,409.964579,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Unknown",977,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.76674,13.4151,"graphbased",NA,NA,NA,1025.6120379378,140.203448795571
"30",685,"square",90,419.214251,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Kouk Bos",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.68275,13.59627,"regression",357464.1,1503450,NA,1047.11528244948,138.340681342301
"31",884,"circle",59.881802,421.571227,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Unknown",889,"Temple is included in CCC in Period 2.",NA,NA,"empirical",375842.7,1484285,889,889,0
"32",1016,"square",90,424.553007,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Unknown",977,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85241,13.42336,"graphbased",375750.8,1484242,NA,1024.94244466571,140.868392807521
"33",111,"horseshoe_east",90,426.121087,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Kôk Kbal Krâpeu",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.7724,13.53152,"regression",367156.8,1496253,NA,962.476187980854,375.140107749206
"34",908,"square",88.42345,426.782778,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Terrace T)",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.86259,13.44863,"graphbased",376874,1487033,NA,969.286308239769,167.946378000014
"35",944,"square",77.272905,430.018737,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Terrace G",999,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85127,13.44147,"graphbased",NA,NA,NA,1048.54874138975,138.8993857726
"36",794,"square",180.513416,431.20719,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"embarkation terrace",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.88735,13.44483,"regression",379565.8,1486586,NA,1017.19187585677,141.293413428943
"37",941,"blob",87.039064,431.811047,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Top (Pr.) West",1300,"Initially thought to have been built in the 9th century, but recent excavations suggest that the Southern Sanctuary was built no later than the 14th century CE and radiocarbon dates from the Northern Sanctuary suggest 14-15th century dates (NARA 2018).",103.85184,13.43919,"empirical",375706.8,1485996,1300,1300,0
"38",1007,"square",89.487625,435.661461,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Ong Mong (Pr.)",902,"A Buddhist Yasovarman I Hermitage associated with K. 290  (Chea 2018; Pottier 2003).",103.90991,13.4346,"empirical",381981.1,1485451,902,902,0
"39",990,"square",86.80046,438.849513,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Terrace J",999,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8477,13.43738,"graphbased",375179.1,1485796,NA,1047.46701586744,139.092046069678
"40",1061,"square",92.436666,443.482361,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Krâhâm (Pr.)",830,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",104.16438,13.58086,"empirical",NA,NA,830,830,0
"41",704,"horseshoe_east",94.236435,452.290307,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Toul Yey Reat",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04033,13.32812,"regression",396067.1,1473623,NA,1060.48146129368,143.326092398924
"42",977,"square",80.815036,481.553507,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Angkor Thom (Base of prasat)",1115,"Temple is included in the CCC for Period 4.",NA,NA,"empirical",377192.8,1485621,1115,1115,0
"43",938,"square",84.315875,485.745437,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Terrace E",982,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85851,13.4522,"graphbased",376429.6,1487432,NA,1025.81089505538,139.650481558505
"44",702,"horseshoe_east",77.319767,489.859521,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Preah Phtu",901,"Khmer brown glaze ceramics dating to as early as 901 CE (Hendrickson et al. 2008a).",103.8675,13.46962,"empirical",377415.2,1489356,901,901,0
"45",883,"square",90,491.520623,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Unknown",889,"Temple is included in CCC in Period 2.",NA,NA,"empirical",375970.9,1484102,889,889,0
"46",321,"horseshoe_east",73.610395,496.209099,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Anlong La-âk (T.)",1004,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.79116,13.66506,"graphbased",369261.5,1511011,NA,936.254480471891,141.652845207333
"47",711,"horseshoe_east",79.717527,500.221868,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"Wat Mahather",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.88136,13.64245,"regression",379013.1,1508462,NA,1003.79590844889,168.037865441717
"48",1076,"square",132.049276,504.76825,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Preah Bat Phnom Bei",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.2118,13.50212,"graphbased",NA,NA,NA,965.51812243555,166.667572198486
"49",1045,"square",180,506.881124,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Prasat Sambour (T.)",933,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.77284,13.41943,"graphbased",367147.4,1483847,NA,890.91462749787,142.413293214205
"50",1078,"square",89.49074,520.020775,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"Kôk Kroes",875,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.1877,13.46879,"graphbased",NA,NA,NA,932.40272758486,171.548790261513
"51",484,"horseshoe_east",93.122116,528.838836,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kôk Thveng",947,"Date derived from analyses of inscriptions (Lustig 2009).",103.9294,13.35685,"empirical",384064.5,1476849,947,947,0
"52",985,"square",87.162527,531.046457,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Terrace M",999,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85846,13.43023,"graphbased",376441,1485027,NA,1048.82425885961,138.222410812241
"53",723,"square",90,531.049678,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Tonle Snguot (Pr.)",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.85853,13.45974,"regression",376440.5,1488266,NA,1047.09050291515,139.169469790743
"54",706,"square",103.392574,549.31831,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Kôk Ta Khung",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04638,13.33624,"regression",396725.7,1474518,NA,987.563026230042,147.328593022802
"55",960,"square",86.837702,550.463431,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Construction remains)",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85817,13.44826,"graphbased",376435.4,1486996,NA,969.361384332969,166.830394188995
"56",937,"square",83.856093,551.814892,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Angkor Thom - terrace",999,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85851,13.45039,"graphbased",376440.2,1487241,NA,1048.26915924022,139.182267084794
"57",1480,"square",89.000756,556.817287,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Srah Set Toek",977,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.96455,13.32357,"graphbased",NA,NA,NA,1027.22250940362,140.856919428788
"58",1489,"square",88.908784,557.797226,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"Ta Ponleu",875,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.84005,13.36426,"graphbased",NA,NA,NA,932.606816127195,170.457338821397
"59",161,"horseshoe_east",84.122513,560.737076,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"Kouk Prasat",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.7749,13.52837,"regression",367426.3,1495902,NA,1011.12141374789,167.218604382063
"60",1067,"square",90.561676,563.187291,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Krol Romeas (Pr.)",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.10849,13.56851,"graphbased",403502.5,1500163,NA,968.613475343273,166.614855509739
"61",287,"horseshoe_east",88.736285,568.96845,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Kôk Prasat Satamot",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.94193,13.35569,"regression",NA,NA,NA,1088.17521530073,141.064142151396
"62",582,"horseshoe_east",92.672013,586.561485,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Trâpeang Bet Phon",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.63304,13.57455,"regression",352099.8,1501089,NA,1065.71644358916,141.515882409759
"63",44,"horseshoe_east",100.324249,594.97007,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kouk Kbal Domrey",1035,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.68862,13.58454,"graphbased",358112.9,1502168,NA,1065.54795475285,140.847234013451
"64",999,"horseshoe_east",91.138124,596.357047,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Unknown",963,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.86881,13.45763,"graphbased",377557.8,1488020,NA,1060.60946471252,141.086306301447
"65",1000,"square",76.458917,597.354709,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Trâpeang Svay Chuk",1115,"Temple is included in the CCC",NA,NA,"empirical",386968.1,1485863,1115,1115,0
"66",1004,"square",85.620991,597.354709,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Leak Neang (Pr.)",960,"Date derived from art historical analyses of lintels (Polkinghorne 2007) and inscriptions (Lustig 2009).",103.92222,13.43604,"empirical",NA,NA,960,960,0
"67",839,"horseshoe_east",83.345551,604.304007,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Anluong Ok",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.76293,13.40139,"regression",366056.6,1481858,NA,1066.72347501274,140.909662740151
"68",663,"square",84.805591,607.499212,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Unknown",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.99632,13.45524,"regression",391349.8,1487704,NA,1052.62598852296,140.596883535962
"69",585,"horseshoe_east",242.78985,607.544129,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Kouk A Rak",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.7481,13.65786,"regression",364598.9,1510235,NA,1045.97302161593,145.033756909033
"70",54,"horseshoe_east",88.553429,610.867408,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"Kouk Bos Leas",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",103.66251,13.55005,"regression",355274.5,1498360,NA,1005.91944687332,169.127741724378
"71",1002,"square",89.744932,616.974511,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"Prei Prasat",902,"A Brahman hermitage constructed by Yasovarman I. Inscriptions say that there would be 50 workers at this hermitage, as well as housing for other workers and visitors (Sahai 2012: 301-313).",103.95178,13.43427,"empirical",386490,1485375,902,902,0
"72",274,"square",89.396911,626.261147,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Kuk Top Thom",1132.732889,"Date derived through multiple linear regression (Klassen et al. 2018).",104.226422,13.474849,"regression",NA,NA,NA,968.745838722832,167.332616884157
"73",799,"square",89.916685,627.799761,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Eastern Hospital Chapel",1002,"Temple is included in the CCC during Period 3.",NA,NA,"empirical",378831.4,1486658,1002,1002,0
"74",675,"horseshoe_east",98.686393,633.264664,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Kouk Srok Thnot",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.96274,13.39842,"regression",387692.8,1481433,NA,1087.35390716597,140.205655309113
"75",1017,"square",180,634.268296,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Unknown",975,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85216,13.42483,"graphbased",375736.7,1484405,NA,890.586808789384,375.046607806167
"76",94,"horseshoe_east",80.40699,635.771203,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"Kouk Kou",858,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.65193,13.52914,"graphbased",354113,1496064,NA,1011.73743083117,169.245791088587
"77",255,"square",103.588991,655.179981,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Unknown",810,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.98853,13.36265,"graphbased",390467.5,1477473,NA,875.499052075083,139.572524649622
"78",1082,"square",81.04027,667.989701,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Preah Pram Preah Ang (Pr.)",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.10105,13.58081,"graphbased",402720.8,1501530,NA,970.587612499415,166.509173533549
"79",1487,"horseshoe_east",86.941302,668.631262,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"Svay Romeat",839,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.77527,13.55123,"graphbased",NA,NA,NA,1006.20581281021,168.877172206227
"80",299,"square",87.316321,671.345152,TRUE,FALSE,NA,NA,NA,NA,NA,NA,"Trâpeang Châmbâk (Pr.)",895,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",103.98972,13.46463,"empirical",390646.6,1488742,895,895,0
"81",824,"square",90,671.472606,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Prei Krous I (Pr.)",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",103.88156,13.41987,"regression",378910.5,1483844,NA,878.196088312036,144.324244486057
"82",254,"square",89.82136,671.685074,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Kôk Kroes (Pr.)",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.72176,13.4454,"regression",361627,1486751,NA,959.176904921433,152.59297938534
"83",470,"horseshoe_east",87.614056,675.824504,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Kôk Ta Ok",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.97709,13.35608,"regression",389259.2,1476721,NA,956.547471608664,141.589107691566
"84",902,NA,88.328248,675.930404,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Tep Pranam (Pr.)",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.85704,13.44837,"regression",376451.7,1487018,NA,1016.02202214854,176.953022103265
"85",763,"horseshoe_east",88.507301,683.986849,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Unknown",1022,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8805,13.74114,"graphbased",NA,NA,NA,1000.86888323549,150.875880484823
"86",987,"square",90,684.943174,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Angkor Thom (Location of sculptures)",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8559,13.43807,"graphbased",376065.9,1485893,NA,967.590898284679,170.456494413087
"87",360,"horseshoe_east",89.368125,692.486882,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Kouk Kok Cha",963,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.6742,13.60094,"graphbased",356561.4,1503987,NA,1060.56249719866,140.906030140925
"88",97,"horseshoe_east",67.02714,696.452791,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"Kouk Trâpeang Lbauk",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",103.6774,13.53597,"regression",356876.2,1496794,NA,1011.39030751498,167.485501421619
"89",56,"horseshoe_east",107.500735,697.952186,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Kouk Neak Ta Trâpeang Thom",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.65396,13.50748,"regression",354323,1493657,NA,1086.79737306164,139.976391311097
"90",677,"square",76.138914,698.40099,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"Toul Kon Tbal",880,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.73765,13.4812,"graphbased",363366.9,1490703,NA,929.248809631379,171.349556983974
"91",866,"square",90,699.295785,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tuol",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.8619,13.42276,"regression",376781.5,1484170,NA,1025.14605676424,140.633395213012
"92",836,"horseshoe_east",88.651987,710.472363,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tuol Kou",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.75876,13.39294,"regression",365601.4,1480925,NA,1066.63494877843,141.478237752117
"93",41,"horseshoe_east",93.162357,711.379003,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Kouk Pongro",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.67673,13.60154,"regression",356840.8,1504050,NA,1086.48666658931,140.382346757188
"94",491,"square",86.820142,721.046279,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Trâpeang Khna",985,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.99155,13.33232,"graphbased",390787.3,1474111,NA,1030.17960079458,141.230202505464
"95",1226,"horseshoe_west",49.626606,721.647985,FALSE,TRUE,NA,NA,NA,NA,NA,NA,"Arak Bak Kâ",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.1586,13.63842,"regression",NA,NA,NA,921.471773834394,261.405762414985
"96",50,"horseshoe_east",87.469249,724.419575,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"Kouk Prey Koy",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",103.66255,13.56889,"regression",355286.9,1500448,NA,1009.60207515284,168.53778493033
"97",1033,"square",99.972048,727.273798,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Unknown",992,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.77677,13.41323,"graphbased",367557.3,1483150,NA,877.560999707665,144.617152124169
"98",415,"horseshoe_east",80.727515,728.131076,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Unknown",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.91528,13.37199,"regression",382540.9,1478530,NA,1062.06385606199,142.625889445904
"99",853,"square",92.245733,734.103294,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Prei (Pr.)",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.85842,13.40322,"regression",376396,1482028,NA,919.350625614712,139.731420758416
"100",656,"horseshoe_east",88.754696,735.28379,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"Unknown",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.82066,13.37077,"regression",372293.9,1478443,NA,1011.76202198158,166.547636145998
